"success","screen","group","trial_type","trial_index","time_elapsed","internal_node_id","label_stranger","label_friend","rt","response","question_order","timeout","failed_images","failed_audio","failed_video","stimulus","trial_duration","shape","trial_number","answer","answer_correct","correct","condition","label_condition","block_number","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","type","illusion_strength","illusion_difference"
"","IG_Trial","","image-keyboard-response","1049","1047365","0.0-17.0-0.0-2.0-1.1","Seal","Martijn","899","arrowdown","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_15.0000_0.08716.png","","","2","","","false","","","1","MullerLyer_15.0000_0.08716.png","A","arrowup","MullerLyer","15.000000000","0.0871600000","1046459","<p style=""color: black; font-size: 80px; padding-left: 7%; padding-right: 2%; padding-top: 50%; padding-bottom: 34%"">+</p>","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1050","1048018","0.0-17.0-0.0-2.0-0.2","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 4%; padding-right: 20%; padding-top: 26%; padding-bottom: 36%"">+</p>","642","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1051","1048685","0.0-17.0-0.0-2.0-1.2","Seal","Martijn","662","arrowup","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-3.0000_0.45000.png","","","3","","","true","","","1","MullerLyer_-3.0000_0.45000.png","A","arrowup","MullerLyer","-3.000000000","0.4500000000","1048018","<p style=""color: black; font-size: 80px; padding-left: 4%; padding-right: 20%; padding-top: 26%; padding-bottom: 36%"">+</p>","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1052","1049773","0.0-17.0-0.0-2.0-0.3","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 39%; padding-right: 17%; padding-top: 11%; padding-bottom: 11%"">+</p>","1076","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1053","1050365","0.0-17.0-0.0-2.0-1.3","Seal","Martijn","587","arrowup","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-15.000_0.18509.png","","","4","","","true","","","1","MullerLyer_-15.000_0.18509.png","A","arrowup","MullerLyer","-15.00000000","0.1850900000","1049773","<p style=""color: black; font-size: 80px; padding-left: 39%; padding-right: 17%; padding-top: 11%; padding-bottom: 11%"">+</p>","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1054","1051264","0.0-17.0-0.0-2.0-0.4","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 39%; padding-right: 17%; padding-top: 47%; padding-bottom: 37%"">+</p>","885","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1055","1052430","0.0-17.0-0.0-2.0-1.4","Seal","Martijn","1160","arrowdown","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_3.00000_-0.08716.png","","","5","","","true","","","1","MullerLyer_3.00000_-0.08716.png","A","arrowdown","MullerLyer","3.0000000000","-0.087160000","1051264","<p style=""color: black; font-size: 80px; padding-left: 39%; padding-right: 17%; padding-top: 47%; padding-bottom: 37%"">+</p>","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1056","1053329","0.0-17.0-0.0-2.0-0.5","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 8%; padding-right: 16%; padding-top: 30%; padding-bottom: 22%"">+</p>","885","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1057","1053933","0.0-17.0-0.0-2.0-1.5","Seal","Martijn","599","arrowdown","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-9.0000_-0.18509.png","","","6","","","true","","","1","MullerLyer_-9.0000_-0.18509.png","A","arrowdown","MullerLyer","-9.000000000","-0.185090000","1053329","<p style=""color: black; font-size: 80px; padding-left: 8%; padding-right: 16%; padding-top: 30%; padding-bottom: 22%"">+</p>","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1058","1054837","0.0-17.0-0.0-2.0-0.6","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 37%; padding-right: 24%; padding-top: 41%; padding-bottom: 7%"">+</p>","794","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1059","1055446","0.0-17.0-0.0-2.0-1.6","Seal","Martijn","602","arrowdown","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-3.0000_-0.30447.png","","","7","","","true","","","1","MullerLyer_-3.0000_-0.30447.png","A","arrowdown","MullerLyer","-3.000000000","-0.304470000","1054837","<p style=""color: black; font-size: 80px; padding-left: 37%; padding-right: 24%; padding-top: 41%; padding-bottom: 7%"">+</p>","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1060","1056138","0.0-17.0-0.0-2.0-0.7","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 28%; padding-right: 3%; padding-top: 7%; padding-bottom: 39%"">+</p>","682","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1061","1056965","0.0-17.0-0.0-2.0-1.7","Seal","Martijn","820","arrowup","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-3.0000_0.18509.png","","","8","","","true","","","1","MullerLyer_-3.0000_0.18509.png","A","arrowup","MullerLyer","-3.000000000","0.1850900000","1056138","<p style=""color: black; font-size: 80px; padding-left: 28%; padding-right: 3%; padding-top: 7%; padding-bottom: 39%"">+</p>","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1062","1058141","0.0-17.0-0.0-2.0-0.8","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 12%; padding-right: 18%; padding-top: 0%; padding-bottom: 30%"">+</p>","1063","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1063","1058750","0.0-17.0-0.0-2.0-1.8","Seal","Martijn","603","arrowdown","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-3.0000_-0.18509.png","","","9","","","true","","","1","MullerLyer_-3.0000_-0.18509.png","A","arrowdown","MullerLyer","-3.000000000","-0.185090000","1058141","<p style=""color: black; font-size: 80px; padding-left: 12%; padding-right: 18%; padding-top: 0%; padding-bottom: 30%"">+</p>","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1064","1059835","0.0-17.0-0.0-2.0-0.9","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 27%; padding-right: 47%; padding-top: 35%; padding-bottom: 46%"">+</p>","953","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1065","1060365","0.0-17.0-0.0-2.0-1.9","Seal","Martijn","524","arrowup","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-3.0000_0.30447.png","","","10","","","true","","","1","MullerLyer_-3.0000_0.30447.png","A","arrowup","MullerLyer","-3.000000000","0.3044700000","1059835","<p style=""color: black; font-size: 80px; padding-left: 27%; padding-right: 47%; padding-top: 35%; padding-bottom: 46%"">+</p>","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1066","1060984","0.0-17.0-0.0-2.0-0.10","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 15%; padding-top: 15%; padding-bottom: 43%"">+</p>","619","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1067","1062422","0.0-17.0-0.0-2.0-1.10","Seal","Martijn","1431","arrowup","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_3.00000_0.08716.png","","","11","","","true","","","1","MullerLyer_3.00000_0.08716.png","A","arrowup","MullerLyer","3.0000000000","0.0871600000","1060984","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 15%; padding-top: 15%; padding-bottom: 43%"">+</p>","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1068","1063032","0.0-17.0-0.0-2.0-0.11","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 5%; padding-right: 34%; padding-top: 41%; padding-bottom: 8%"">+</p>","602","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1069","1063709","0.0-17.0-0.0-2.0-1.11","Seal","Martijn","672","arrowdown","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-3.0000_-0.4500.png","","","12","","","true","","","1","MullerLyer_-3.0000_-0.4500.png","A","arrowdown","MullerLyer","-3.000000000","-0.450000000","1063032","<p style=""color: black; font-size: 80px; padding-left: 5%; padding-right: 34%; padding-top: 41%; padding-bottom: 8%"">+</p>","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1070","1064523","0.0-17.0-0.0-2.0-0.12","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 26%; padding-right: 16%; padding-top: 9%; padding-bottom: 18%"">+</p>","728","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1071","1065117","0.0-17.0-0.0-2.0-1.12","Seal","Martijn","588","arrowup","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_-21.000_0.08716.png","","","13","","","true","","","1","MullerLyer_-21.000_0.08716.png","A","arrowup","MullerLyer","-21.00000000","0.0871600000","1064523","<p style=""color: black; font-size: 80px; padding-left: 26%; padding-right: 16%; padding-top: 9%; padding-bottom: 18%"">+</p>","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1072","1065911","0.0-17.0-0.0-2.0-0.13","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 13%; padding-right: 26%; padding-top: 18%; padding-bottom: 31%"">+</p>","791","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1073","1066774","0.0-17.0-0.0-2.0-1.13","Seal","Martijn","856","arrowup","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/MullerLyer_27.0000_0.45000.png","","","14","","","true","","","1","MullerLyer_27.0000_0.45000.png","A","arrowup","MullerLyer","27.000000000","0.4500000000","1065911","<p style=""color: black; font-size: 80px; padding-left: 13%; padding-right: 26%; padding-top: 18%; padding-bottom: 31%"">+</p>","MullerLyer","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
