Participant,Trial,Answer,Correct,Correct_Answer,Condition,RT,Response,Shape
8eagbok3l7,6.0,Madonna,True,Madonna,Stranger,1942.0,b,triangle
8eagbok3l7,7.0,Vous,True,Vous,Self,1360.0,v,carré
8eagbok3l7,8.0,Vous,True,Vous,Self,947.0,v,carré
8eagbok3l7,9.0,mary,True,mary,Friend,1094.0,n,cercle
8eagbok3l7,10.0,Madonna,True,Madonna,Stranger,1183.0,b,triangle
8eagbok3l7,11.0,Vous,True,Vous,Self,1186.0,v,carré
8eagbok3l7,12.0,mary,True,mary,Friend,1649.0,n,cercle
8eagbok3l7,13.0,mary,True,mary,Friend,1145.0,n,cercle
8eagbok3l7,14.0,Vous,True,Vous,Self,1113.0,v,carré
8eagbok3l7,15.0,mary,True,mary,Friend,1121.0,n,cercle
8eagbok3l7,16.0,Madonna,True,Madonna,Stranger,821.0,b,triangle
8eagbok3l7,17.0,Madonna,True,Madonna,Stranger,1679.0,b,triangle
8eagbok3l7,18.0,Vous,True,Vous,Self,726.0,v,carré
8eagbok3l7,19.0,mary,True,mary,Friend,590.0,n,cercle
8eagbok3l7,20.0,Madonna,True,Madonna,Stranger,1594.0,b,triangle
nrj4ggycce,1.0,Vous,True,Vous,Self,4404.0,v,carré
nrj4ggycce,2.0,Madonna,True,Madonna,Stranger,1294.0,b,cercle
nrj4ggycce,3.0,Vous,True,Vous,Self,1354.0,v,carré
nrj4ggycce,4.0,Vous,True,Vous,Self,1540.0,v,carré
nrj4ggycce,5.0,Vous,True,Vous,Self,1381.0,v,carré
nrj4ggycce,6.0,Vous,True,Vous,Self,1092.0,v,carré
nrj4ggycce,7.0,Madonna,True,Madonna,Stranger,1597.0,b,cercle
nrj4ggycce,8.0,Johanna,True,Johanna,Friend,700.0,n,triangle
nrj4ggycce,9.0,Madonna,True,Madonna,Stranger,1009.0,b,cercle
nrj4ggycce,10.0,Madonna,True,Madonna,Stranger,1110.0,b,cercle
nrj4ggycce,11.0,Vous,True,Vous,Self,778.0,v,carré
nrj4ggycce,12.0,Johanna,True,Johanna,Friend,1447.0,n,triangle
nrj4ggycce,13.0,Madonna,True,Madonna,Stranger,1100.0,b,cercle
nrj4ggycce,14.0,Madonna,True,Madonna,Stranger,940.0,b,cercle
nrj4ggycce,15.0,Vous,True,Vous,Self,642.0,v,carré
nrj4ggycce,16.0,Madonna,True,Madonna,Stranger,650.0,b,cercle
nrj4ggycce,17.0,Johanna,True,Johanna,Friend,723.0,n,triangle
nrj4ggycce,18.0,Johanna,True,Johanna,Friend,700.0,n,triangle
nrj4ggycce,19.0,Johanna,True,Johanna,Friend,668.0,n,triangle
kqrrlozs56,1.0,Vous,True,Vous,Self,4817.0,v,carré
kqrrlozs56,2.0,Vous,True,Vous,Self,1500.0,v,carré
kqrrlozs56,3.0,Eminem,True,Eminem,Stranger,1987.0,b,triangle
kqrrlozs56,4.0,Vous,True,Vous,Self,1127.0,v,carré
kqrrlozs56,5.0,Vous,True,Vous,Self,1450.0,v,carré
kqrrlozs56,6.0,Vous,True,Vous,Self,891.0,v,carré
kqrrlozs56,7.0,Franck,True,Franck,Friend,1312.0,n,cercle
kqrrlozs56,8.0,Eminem,True,Eminem,Stranger,1934.0,b,triangle
kqrrlozs56,9.0,Vous,True,Vous,Self,1081.0,v,carré
kqrrlozs56,10.0,Vous,True,Vous,Self,964.0,v,carré
kqrrlozs56,11.0,Franck,True,Franck,Friend,1288.0,n,cercle
kqrrlozs56,12.0,Franck,True,Franck,Friend,1299.0,n,cercle
kqrrlozs56,13.0,Vous,True,Vous,Self,2310.0,v,carré
kqrrlozs56,14.0,Franck,True,Franck,Friend,1083.0,n,cercle
kqrrlozs56,15.0,Vous,True,Vous,Self,959.0,v,carré
kqrrlozs56,16.0,Vous,True,Vous,Self,831.0,v,carré
kqrrlozs56,17.0,Vous,True,Vous,Self,1058.0,v,carré
kqrrlozs56,18.0,Vous,True,Vous,Self,1256.0,v,carré
kqrrlozs56,19.0,Franck,True,Franck,Friend,1114.0,n,cercle
8j68fx62sj,1.0,,False,Madonna,Stranger,,,carré
8j68fx62sj,2.0,emmanuelle,True,emmanuelle,Friend,3177.0,n,cercle
8j68fx62sj,3.0,emmanuelle,True,emmanuelle,Friend,2701.0,n,cercle
8j68fx62sj,4.0,Madonna,True,Madonna,Stranger,988.0,b,carré
8j68fx62sj,5.0,emmanuelle,True,emmanuelle,Friend,1646.0,n,cercle
8j68fx62sj,6.0,emmanuelle,True,emmanuelle,Friend,764.0,n,cercle
8j68fx62sj,7.0,emmanuelle,True,emmanuelle,Friend,747.0,n,cercle
8j68fx62sj,8.0,Vous,True,Vous,Self,737.0,v,triangle
8j68fx62sj,9.0,Vous,True,Vous,Self,612.0,v,triangle
8j68fx62sj,10.0,emmanuelle,True,emmanuelle,Friend,730.0,n,cercle
8j68fx62sj,11.0,emmanuelle,True,emmanuelle,Friend,584.0,n,cercle
8j68fx62sj,12.0,emmanuelle,True,emmanuelle,Friend,480.0,n,cercle
8j68fx62sj,13.0,Madonna,True,Madonna,Stranger,1441.0,b,carré
8j68fx62sj,14.0,emmanuelle,True,emmanuelle,Friend,541.0,n,cercle
8j68fx62sj,15.0,emmanuelle,True,emmanuelle,Friend,510.0,n,cercle
8j68fx62sj,16.0,Madonna,True,Madonna,Stranger,725.0,b,carré
8j68fx62sj,17.0,Vous,True,Vous,Self,835.0,v,triangle
8j68fx62sj,18.0,Vous,True,Vous,Self,626.0,v,triangle
8j68fx62sj,19.0,Vous,True,Vous,Self,432.0,v,triangle
8j68fx62sj,20.0,Vous,False,Madonna,Stranger,341.0,v,carré
8j68fx62sj,21.0,emmanuelle,True,emmanuelle,Friend,520.0,n,cercle
8j68fx62sj,22.0,Vous,True,Vous,Self,733.0,v,triangle
8j68fx62sj,23.0,Vous,True,Vous,Self,962.0,v,triangle
8j68fx62sj,24.0,emmanuelle,True,emmanuelle,Friend,576.0,n,cercle
8j68fx62sj,25.0,Madonna,True,Madonna,Stranger,715.0,b,carré
8j68fx62sj,26.0,Madonna,True,Madonna,Stranger,503.0,b,carré
8j68fx62sj,27.0,emmanuelle,False,Vous,Self,736.0,n,triangle
8j68fx62sj,28.0,emmanuelle,True,emmanuelle,Friend,595.0,n,cercle
8j68fx62sj,29.0,emmanuelle,True,emmanuelle,Friend,1446.0,n,cercle
8j68fx62sj,30.0,Madonna,True,Madonna,Stranger,869.0,b,carré
8j68fx62sj,31.0,emmanuelle,True,emmanuelle,Friend,616.0,n,cercle
8j68fx62sj,32.0,emmanuelle,True,emmanuelle,Friend,986.0,n,cercle
8j68fx62sj,33.0,emmanuelle,True,emmanuelle,Friend,598.0,n,cercle
8j68fx62sj,34.0,Madonna,True,Madonna,Stranger,714.0,b,carré
8j68fx62sj,35.0,emmanuelle,True,emmanuelle,Friend,766.0,n,cercle
8j68fx62sj,36.0,Madonna,True,Madonna,Stranger,1844.0,b,carré
8j68fx62sj,37.0,emmanuelle,False,Vous,Self,708.0,n,triangle
8j68fx62sj,38.0,emmanuelle,True,emmanuelle,Friend,970.0,n,cercle
8j68fx62sj,39.0,Vous,True,Vous,Self,571.0,v,triangle
8j68fx62sj,40.0,Madonna,True,Madonna,Stranger,794.0,b,carré
8j68fx62sj,41.0,Vous,True,Vous,Self,662.0,v,triangle
8j68fx62sj,42.0,Vous,True,Vous,Self,619.0,v,triangle
8j68fx62sj,43.0,Vous,True,Vous,Self,480.0,v,triangle
8j68fx62sj,44.0,Vous,True,Vous,Self,351.0,v,triangle
8j68fx62sj,45.0,Madonna,True,Madonna,Stranger,523.0,b,carré
8j68fx62sj,46.0,Vous,True,Vous,Self,631.0,v,triangle
8j68fx62sj,47.0,Madonna,True,Madonna,Stranger,698.0,b,carré
8j68fx62sj,48.0,Vous,True,Vous,Self,581.0,v,triangle
8j68fx62sj,49.0,emmanuelle,True,emmanuelle,Friend,864.0,n,cercle
8j68fx62sj,50.0,Vous,True,Vous,Self,590.0,v,triangle
8j68fx62sj,51.0,Madonna,True,Madonna,Stranger,887.0,b,carré
8j68fx62sj,52.0,emmanuelle,True,emmanuelle,Friend,1065.0,n,cercle
8j68fx62sj,53.0,Vous,True,Vous,Self,597.0,v,triangle
8j68fx62sj,54.0,Madonna,True,Madonna,Stranger,559.0,b,carré
8j68fx62sj,55.0,Madonna,True,Madonna,Stranger,629.0,b,carré
8j68fx62sj,56.0,emmanuelle,True,emmanuelle,Friend,619.0,n,cercle
w0zs5o743w,1.0,Jonathan,True,Jonathan,Friend,5368.0,n,triangle
w0zs5o743w,2.0,Eminem,True,Eminem,Stranger,4832.0,b,carré
w0zs5o743w,3.0,Vous,False,Jonathan,Friend,4452.0,v,triangle
w0zs5o743w,4.0,Vous,True,Vous,Self,2090.0,v,cercle
w0zs5o743w,5.0,Eminem,True,Eminem,Stranger,2597.0,b,carré
w0zs5o743w,6.0,Jonathan,True,Jonathan,Friend,3601.0,n,triangle
w0zs5o743w,7.0,Eminem,True,Eminem,Stranger,3192.0,b,carré
w0zs5o743w,8.0,Vous,True,Vous,Self,2703.0,v,cercle
w0zs5o743w,9.0,Jonathan,True,Jonathan,Friend,2835.0,n,triangle
w0zs5o743w,10.0,Vous,True,Vous,Self,2099.0,v,cercle
w0zs5o743w,11.0,Eminem,True,Eminem,Stranger,2196.0,b,carré
w0zs5o743w,12.0,Vous,True,Vous,Self,2476.0,v,cercle
w0zs5o743w,13.0,Jonathan,True,Jonathan,Friend,1813.0,n,triangle
w0zs5o743w,14.0,Eminem,True,Eminem,Stranger,1717.0,b,carré
w0zs5o743w,15.0,Eminem,True,Eminem,Stranger,1952.0,b,carré
w0zs5o743w,16.0,Jonathan,True,Jonathan,Friend,1642.0,n,triangle
w0zs5o743w,17.0,Eminem,True,Eminem,Stranger,1655.0,b,carré
w0zs5o743w,18.0,Eminem,True,Eminem,Stranger,1689.0,b,carré
w0zs5o743w,19.0,Jonathan,True,Jonathan,Friend,1474.0,n,triangle
w0zs5o743w,20.0,Vous,True,Vous,Self,1523.0,v,cercle
w0zs5o743w,21.0,Vous,True,Vous,Self,1713.0,v,cercle
w0zs5o743w,22.0,Jonathan,True,Jonathan,Friend,2350.0,n,triangle
2vkpbdv635,1.0,,False,Vous,Self,,,carré
2vkpbdv635,2.0,Vous,True,Vous,Self,5646.0,v,carré
2vkpbdv635,3.0,Vous,True,Vous,Self,2212.0,v,carré
2vkpbdv635,4.0,Eminem,True,Eminem,Stranger,2706.0,b,cercle
2vkpbdv635,5.0,Vous,True,Vous,Self,2086.0,v,carré
2vkpbdv635,6.0,Michael,True,Michael,Friend,1684.0,n,triangle
2vkpbdv635,7.0,Michael,True,Michael,Friend,2922.0,n,triangle
2vkpbdv635,8.0,Michael,True,Michael,Friend,1370.0,n,triangle
2vkpbdv635,9.0,Eminem,True,Eminem,Stranger,1338.0,b,cercle
2vkpbdv635,10.0,Michael,True,Michael,Friend,1107.0,n,triangle
2vkpbdv635,11.0,Vous,True,Vous,Self,1182.0,v,carré
2vkpbdv635,12.0,Michael,True,Michael,Friend,1329.0,n,triangle
2vkpbdv635,13.0,Vous,True,Vous,Self,3351.0,v,carré
2vkpbdv635,14.0,Vous,True,Vous,Self,2267.0,v,carré
2vkpbdv635,15.0,Eminem,True,Eminem,Stranger,1179.0,b,cercle
2vkpbdv635,16.0,Michael,True,Michael,Friend,1273.0,n,triangle
2vkpbdv635,17.0,Vous,True,Vous,Self,1053.0,v,carré
2vkpbdv635,18.0,Eminem,True,Eminem,Stranger,841.0,b,cercle
2vkpbdv635,19.0,Eminem,True,Eminem,Stranger,631.0,b,cercle
2vkpbdv635,20.0,Michael,True,Michael,Friend,654.0,n,triangle
v3hkn0g0za,1.0,Eminem,True,Eminem,Stranger,1318.0,b,carré
v3hkn0g0za,2.0,Vous,True,Vous,Self,1656.0,v,triangle
v3hkn0g0za,3.0,Vous,True,Vous,Self,635.0,v,triangle
v3hkn0g0za,4.0,Vous,True,Vous,Self,689.0,v,triangle
v3hkn0g0za,5.0,Vous,True,Vous,Self,856.0,v,triangle
v3hkn0g0za,6.0,Vous,True,Vous,Self,522.0,v,triangle
v3hkn0g0za,7.0,Eric,True,Eric,Friend,633.0,n,cercle
v3hkn0g0za,8.0,Vous,True,Vous,Self,607.0,v,triangle
v3hkn0g0za,9.0,Eminem,True,Eminem,Stranger,749.0,b,carré
v3hkn0g0za,10.0,Vous,True,Vous,Self,680.0,v,triangle
v3hkn0g0za,11.0,Eminem,True,Eminem,Stranger,703.0,b,carré
v3hkn0g0za,12.0,Eric,True,Eric,Friend,646.0,n,cercle
v3hkn0g0za,13.0,Eminem,True,Eminem,Stranger,1020.0,b,carré
v3hkn0g0za,14.0,Eminem,True,Eminem,Stranger,759.0,b,carré
v3hkn0g0za,15.0,Eric,True,Eric,Friend,694.0,n,cercle
v3hkn0g0za,16.0,Eric,True,Eric,Friend,1046.0,n,cercle
v3hkn0g0za,17.0,Eric,True,Eric,Friend,607.0,n,cercle
v3hkn0g0za,18.0,Vous,True,Vous,Self,669.0,v,triangle
v3hkn0g0za,19.0,Eminem,True,Eminem,Stranger,582.0,b,carré
210h5uz713,1.0,Vous,True,Vous,Self,652.0,v,cercle
210h5uz713,2.0,Vous,True,Vous,Self,443.0,v,cercle
210h5uz713,3.0,Vous,False,Pink,Stranger,344.0,v,carré
210h5uz713,4.0,adonia,True,adonia,Friend,474.0,n,triangle
210h5uz713,5.0,Vous,True,Vous,Self,401.0,v,cercle
210h5uz713,6.0,Pink,True,Pink,Stranger,506.0,b,carré
210h5uz713,7.0,adonia,True,adonia,Friend,511.0,n,triangle
210h5uz713,8.0,Vous,True,Vous,Self,451.0,v,cercle
210h5uz713,9.0,adonia,True,adonia,Friend,679.0,n,triangle
210h5uz713,10.0,adonia,True,adonia,Friend,595.0,n,triangle
210h5uz713,11.0,Pink,True,Pink,Stranger,554.0,b,carré
210h5uz713,12.0,Pink,True,Pink,Stranger,389.0,b,carré
210h5uz713,13.0,adonia,True,adonia,Friend,459.0,n,triangle
210h5uz713,14.0,Pink,True,Pink,Stranger,743.0,b,carré
210h5uz713,15.0,Pink,True,Pink,Stranger,348.0,b,carré
210h5uz713,16.0,adonia,True,adonia,Friend,415.0,n,triangle
210h5uz713,17.0,Pink,True,Pink,Stranger,423.0,b,carré
210h5uz713,18.0,adonia,True,adonia,Friend,456.0,n,triangle
210h5uz713,19.0,Pink,True,Pink,Stranger,421.0,b,carré
210h5uz713,20.0,Vous,True,Vous,Self,433.0,v,cercle
210h5uz713,21.0,adonia,True,adonia,Friend,478.0,n,triangle
210h5uz713,22.0,Pink,True,Pink,Stranger,447.0,b,carré
3vosqpph84,1.0,You,True,You,Self,2379.0,v,square
3vosqpph84,2.0,ray,True,ray,Friend,2665.0,n,triangle
3vosqpph84,3.0,ray,True,ray,Friend,732.0,n,triangle
3vosqpph84,4.0,You,True,You,Self,670.0,v,square
3vosqpph84,5.0,You,True,You,Self,837.0,v,square
3vosqpph84,6.0,You,True,You,Self,488.0,v,square
3vosqpph84,7.0,You,True,You,Self,615.0,v,square
3vosqpph84,8.0,You,True,You,Self,490.0,v,square
3vosqpph84,9.0,Sting,True,Sting,Stranger,471.0,b,circle
3vosqpph84,10.0,ray,True,ray,Friend,673.0,n,triangle
3vosqpph84,11.0,Sting,True,Sting,Stranger,543.0,b,circle
3vosqpph84,12.0,You,True,You,Self,535.0,v,square
3vosqpph84,13.0,ray,True,ray,Friend,500.0,n,triangle
3vosqpph84,14.0,ray,True,ray,Friend,496.0,n,triangle
3vosqpph84,15.0,Sting,True,Sting,Stranger,361.0,b,circle
3vosqpph84,16.0,Sting,True,Sting,Stranger,991.0,b,circle
3vosqpph84,17.0,ray,True,ray,Friend,507.0,n,triangle
3vosqpph84,18.0,Sting,True,Sting,Stranger,592.0,b,circle
3vosqpph84,19.0,Sting,True,Sting,Stranger,820.0,b,circle
fqy71bajv6,1.0,,False,Alona,Friend,,,triangle
fqy71bajv6,2.0,Alona,True,Alona,Friend,3599.0,n,triangle
fqy71bajv6,3.0,You,False,Madonna,Stranger,2190.0,v,circle
fqy71bajv6,4.0,You,True,You,Self,1207.0,v,square
fqy71bajv6,5.0,You,True,You,Self,1523.0,v,square
fqy71bajv6,6.0,You,True,You,Self,825.0,v,square
fqy71bajv6,7.0,Madonna,True,Madonna,Stranger,1376.0,b,circle
fqy71bajv6,8.0,You,True,You,Self,656.0,v,square
fqy71bajv6,9.0,You,True,You,Self,1007.0,v,square
fqy71bajv6,10.0,You,True,You,Self,754.0,v,square
fqy71bajv6,11.0,Madonna,True,Madonna,Stranger,820.0,b,circle
fqy71bajv6,12.0,You,True,You,Self,673.0,v,square
fqy71bajv6,13.0,Alona,True,Alona,Friend,776.0,n,triangle
fqy71bajv6,14.0,You,False,Madonna,Stranger,863.0,v,circle
fqy71bajv6,15.0,You,True,You,Self,929.0,v,square
fqy71bajv6,16.0,Madonna,True,Madonna,Stranger,1732.0,b,circle
fqy71bajv6,17.0,Alona,True,Alona,Friend,861.0,n,triangle
fqy71bajv6,18.0,You,True,You,Self,2267.0,v,square
fqy71bajv6,19.0,Madonna,True,Madonna,Stranger,1626.0,b,circle
fqy71bajv6,20.0,Alona,True,Alona,Friend,723.0,n,triangle
fqy71bajv6,21.0,Madonna,True,Madonna,Stranger,957.0,b,circle
fqy71bajv6,22.0,You,True,You,Self,870.0,v,square
fqy71bajv6,23.0,Alona,True,Alona,Friend,1596.0,n,triangle
fqy71bajv6,24.0,You,True,You,Self,875.0,v,square
fqy71bajv6,25.0,Madonna,True,Madonna,Stranger,655.0,b,circle
fqy71bajv6,26.0,Alona,True,Alona,Friend,669.0,n,triangle
fqy71bajv6,27.0,Madonna,True,Madonna,Stranger,2038.0,b,circle
fqy71bajv6,28.0,You,True,You,Self,737.0,v,square
fqy71bajv6,29.0,Alona,True,Alona,Friend,710.0,n,triangle
fqy71bajv6,30.0,Madonna,True,Madonna,Stranger,850.0,b,circle
fqy71bajv6,31.0,Madonna,True,Madonna,Stranger,549.0,b,circle
fqy71bajv6,32.0,Madonna,True,Madonna,Stranger,666.0,b,circle
fqy71bajv6,33.0,You,True,You,Self,863.0,v,square
sx9kmgaj4y,1.0,Vous,True,Vous,Self,2031.0,v,cercle
sx9kmgaj4y,2.0,Eminem,True,Eminem,Stranger,999.0,b,carré
sx9kmgaj4y,3.0,Vous,True,Vous,Self,658.0,v,cercle
sx9kmgaj4y,4.0,xxx,True,xxx,Friend,529.0,n,triangle
sx9kmgaj4y,5.0,Vous,True,Vous,Self,612.0,v,cercle
sx9kmgaj4y,6.0,xxx,True,xxx,Friend,664.0,n,triangle
sx9kmgaj4y,7.0,Vous,True,Vous,Self,724.0,v,cercle
sx9kmgaj4y,8.0,xxx,True,xxx,Friend,1240.0,n,triangle
sx9kmgaj4y,9.0,Eminem,True,Eminem,Stranger,717.0,b,carré
sx9kmgaj4y,10.0,Eminem,True,Eminem,Stranger,499.0,b,carré
sx9kmgaj4y,11.0,Vous,True,Vous,Self,901.0,v,cercle
sx9kmgaj4y,12.0,xxx,True,xxx,Friend,613.0,n,triangle
sx9kmgaj4y,13.0,Eminem,True,Eminem,Stranger,905.0,b,carré
sx9kmgaj4y,14.0,Vous,True,Vous,Self,539.0,v,cercle
sx9kmgaj4y,15.0,xxx,True,xxx,Friend,750.0,n,triangle
sx9kmgaj4y,16.0,Vous,True,Vous,Self,856.0,v,cercle
sx9kmgaj4y,17.0,xxx,True,xxx,Friend,1304.0,n,triangle
sx9kmgaj4y,18.0,xxx,True,xxx,Friend,572.0,n,triangle
sx9kmgaj4y,19.0,xxx,True,xxx,Friend,517.0,n,triangle
ue57u9arlj,1.0,Rihanna,True,Rihanna,Stranger,2104.0,b,carré
ue57u9arlj,2.0,cris,True,cris,Friend,921.0,n,cercle
ue57u9arlj,3.0,Rihanna,True,Rihanna,Stranger,806.0,b,carré
ue57u9arlj,4.0,cris,True,cris,Friend,677.0,n,cercle
ue57u9arlj,5.0,cris,True,cris,Friend,768.0,n,cercle
ue57u9arlj,6.0,Vous,True,Vous,Self,697.0,v,triangle
ue57u9arlj,7.0,cris,True,cris,Friend,634.0,n,cercle
ue57u9arlj,8.0,cris,True,cris,Friend,951.0,n,cercle
ue57u9arlj,9.0,Vous,True,Vous,Self,884.0,v,triangle
ue57u9arlj,10.0,Rihanna,True,Rihanna,Stranger,623.0,b,carré
ue57u9arlj,11.0,cris,True,cris,Friend,728.0,n,cercle
ue57u9arlj,12.0,cris,True,cris,Friend,615.0,n,cercle
ue57u9arlj,13.0,cris,True,cris,Friend,511.0,n,cercle
ue57u9arlj,14.0,Rihanna,True,Rihanna,Stranger,788.0,b,carré
ue57u9arlj,15.0,Rihanna,True,Rihanna,Stranger,484.0,b,carré
ue57u9arlj,16.0,Rihanna,True,Rihanna,Stranger,471.0,b,carré
ue57u9arlj,17.0,Vous,True,Vous,Self,490.0,v,triangle
ue57u9arlj,18.0,cris,True,cris,Friend,644.0,n,cercle
ue57u9arlj,19.0,cris,True,cris,Friend,409.0,n,cercle
9buso7t050,1.0,xxx,True,xxx,Friend,1361.0,n,triangle
9buso7t050,2.0,xxx,True,xxx,Friend,1146.0,n,triangle
9buso7t050,3.0,You,False,Shakira,Stranger,1007.0,v,square
9buso7t050,4.0,You,True,You,Self,602.0,v,circle
9buso7t050,5.0,xxx,True,xxx,Friend,944.0,n,triangle
9buso7t050,6.0,Shakira,True,Shakira,Stranger,943.0,b,square
9buso7t050,7.0,xxx,True,xxx,Friend,581.0,n,triangle
9buso7t050,8.0,Shakira,True,Shakira,Stranger,523.0,b,square
9buso7t050,9.0,Shakira,True,Shakira,Stranger,593.0,b,square
9buso7t050,10.0,You,True,You,Self,593.0,v,circle
9buso7t050,11.0,Shakira,False,You,Self,662.0,b,circle
9buso7t050,12.0,Shakira,True,Shakira,Stranger,534.0,b,square
9buso7t050,13.0,xxx,True,xxx,Friend,563.0,n,triangle
9buso7t050,14.0,You,True,You,Self,394.0,v,circle
9buso7t050,15.0,Shakira,True,Shakira,Stranger,882.0,b,square
9buso7t050,16.0,You,True,You,Self,433.0,v,circle
9buso7t050,17.0,You,True,You,Self,1148.0,v,circle
9buso7t050,18.0,Shakira,True,Shakira,Stranger,441.0,b,square
9buso7t050,19.0,You,True,You,Self,933.0,v,circle
9buso7t050,20.0,Shakira,True,Shakira,Stranger,576.0,b,square
9buso7t050,21.0,You,True,You,Self,512.0,v,circle
9buso7t050,22.0,Shakira,True,Shakira,Stranger,526.0,b,square
9buso7t050,23.0,You,True,You,Self,550.0,v,circle
9buso7t050,24.0,Shakira,False,You,Self,659.0,b,circle
9buso7t050,25.0,You,True,You,Self,793.0,v,circle
9buso7t050,26.0,You,True,You,Self,593.0,v,circle
9buso7t050,27.0,You,True,You,Self,378.0,v,circle
9buso7t050,28.0,xxx,True,xxx,Friend,581.0,n,triangle
9buso7t050,29.0,xxx,True,xxx,Friend,463.0,n,triangle
9buso7t050,30.0,Shakira,True,Shakira,Stranger,1419.0,b,square
9buso7t050,31.0,Shakira,True,Shakira,Stranger,614.0,b,square
9buso7t050,32.0,xxx,True,xxx,Friend,590.0,n,triangle
9buso7t050,33.0,You,True,You,Self,581.0,v,circle
9buso7t050,34.0,You,True,You,Self,483.0,v,circle
9buso7t050,35.0,Shakira,True,Shakira,Stranger,922.0,b,square
9buso7t050,36.0,xxx,True,xxx,Friend,505.0,n,triangle
9buso7t050,37.0,xxx,True,xxx,Friend,478.0,n,triangle
9buso7t050,38.0,Shakira,True,Shakira,Stranger,1248.0,b,square
9buso7t050,39.0,xxx,True,xxx,Friend,551.0,n,triangle
9buso7t050,40.0,Shakira,True,Shakira,Stranger,593.0,b,square
9buso7t050,41.0,You,True,You,Self,516.0,v,circle
9buso7t050,42.0,xxx,True,xxx,Friend,508.0,n,triangle
9buso7t050,43.0,You,True,You,Self,1040.0,v,circle
veqzcl1wep,1.0,Adonia,True,Adonia,Friend,1151.0,n,cercle
veqzcl1wep,2.0,Vous,True,Vous,Self,887.0,v,carré
veqzcl1wep,3.0,Adonia,True,Adonia,Friend,864.0,n,cercle
veqzcl1wep,4.0,Adonia,True,Adonia,Friend,534.0,n,cercle
veqzcl1wep,5.0,Vous,True,Vous,Self,374.0,v,carré
veqzcl1wep,6.0,Vous,True,Vous,Self,316.0,v,carré
veqzcl1wep,7.0,Vous,True,Vous,Self,285.0,v,carré
veqzcl1wep,8.0,Pink,True,Pink,Stranger,402.0,b,triangle
veqzcl1wep,9.0,Adonia,False,Vous,Self,369.0,n,carré
veqzcl1wep,10.0,Pink,True,Pink,Stranger,502.0,b,triangle
veqzcl1wep,11.0,Adonia,False,Pink,Stranger,511.0,n,triangle
veqzcl1wep,12.0,Pink,True,Pink,Stranger,484.0,b,triangle
veqzcl1wep,13.0,Vous,True,Vous,Self,478.0,v,carré
veqzcl1wep,14.0,Pink,True,Pink,Stranger,438.0,b,triangle
veqzcl1wep,15.0,Vous,True,Vous,Self,446.0,v,carré
veqzcl1wep,16.0,Adonia,True,Adonia,Friend,444.0,n,cercle
veqzcl1wep,17.0,Adonia,True,Adonia,Friend,411.0,n,cercle
veqzcl1wep,18.0,Vous,True,Vous,Self,532.0,v,carré
veqzcl1wep,19.0,Pink,True,Pink,Stranger,409.0,b,triangle
veqzcl1wep,20.0,Vous,False,Adonia,Friend,434.0,v,cercle
veqzcl1wep,21.0,Pink,True,Pink,Stranger,611.0,b,triangle
veqzcl1wep,22.0,Vous,True,Vous,Self,410.0,v,carré
veqzcl1wep,23.0,Pink,True,Pink,Stranger,562.0,b,triangle
veqzcl1wep,24.0,Adonia,True,Adonia,Friend,499.0,n,cercle
veqzcl1wep,25.0,Adonia,True,Adonia,Friend,346.0,n,cercle
veqzcl1wep,26.0,Adonia,True,Adonia,Friend,301.0,n,cercle
veqzcl1wep,27.0,Vous,True,Vous,Self,510.0,v,carré
veqzcl1wep,28.0,Adonia,True,Adonia,Friend,571.0,n,cercle
veqzcl1wep,29.0,Vous,True,Vous,Self,807.0,v,carré
veqzcl1wep,30.0,Pink,True,Pink,Stranger,578.0,b,triangle
veqzcl1wep,31.0,Pink,True,Pink,Stranger,385.0,b,triangle
veqzcl1wep,32.0,Adonia,True,Adonia,Friend,484.0,n,cercle
veqzcl1wep,33.0,Pink,True,Pink,Stranger,727.0,b,triangle
veqzcl1wep,34.0,Vous,True,Vous,Self,537.0,v,carré
veqzcl1wep,35.0,Adonia,True,Adonia,Friend,452.0,n,cercle
veqzcl1wep,36.0,Adonia,True,Adonia,Friend,368.0,n,cercle
veqzcl1wep,37.0,Vous,True,Vous,Self,451.0,v,carré
veqzcl1wep,38.0,Pink,True,Pink,Stranger,370.0,b,triangle
veqzcl1wep,39.0,Pink,True,Pink,Stranger,491.0,b,triangle
2nqz6f4zpj,1.0,Shakira,False,Mia,Friend,1908.0,b,triangle
2nqz6f4zpj,2.0,Shakira,True,Shakira,Stranger,758.0,b,square
2nqz6f4zpj,3.0,Mia,True,Mia,Friend,684.0,n,triangle
2nqz6f4zpj,4.0,Mia,True,Mia,Friend,587.0,n,triangle
2nqz6f4zpj,5.0,Shakira,True,Shakira,Stranger,454.0,b,square
2nqz6f4zpj,6.0,Mia,True,Mia,Friend,535.0,n,triangle
2nqz6f4zpj,7.0,Shakira,True,Shakira,Stranger,529.0,b,square
2nqz6f4zpj,8.0,You,True,You,Self,418.0,v,circle
2nqz6f4zpj,9.0,You,True,You,Self,416.0,v,circle
2nqz6f4zpj,10.0,Shakira,True,Shakira,Stranger,542.0,b,square
2nqz6f4zpj,11.0,Shakira,True,Shakira,Stranger,415.0,b,square
2nqz6f4zpj,12.0,Shakira,True,Shakira,Stranger,484.0,b,square
2nqz6f4zpj,13.0,Mia,True,Mia,Friend,882.0,n,triangle
