Participant,Trial,Answer,Correct,Correct_Answer,Condition,RT,Response,Shape
pd9polz932,20.0,Sting,True,Sting,Stranger,346.0,b,cercle
pd9polz932,21.0,Sting,True,Sting,Stranger,308.0,b,cercle
pd9polz932,22.0,Vous,True,Vous,Self,758.0,v,triangle
pd9polz932,23.0,Vous,True,Vous,Self,441.0,v,triangle
pd9polz932,24.0,Vous,True,Vous,Self,411.0,v,triangle
pd9polz932,25.0,Vous,True,Vous,Self,371.0,v,triangle
pd9polz932,26.0,Jojo,True,Jojo,Friend,373.0,n,carré
pd9polz932,27.0,Vous,True,Vous,Self,443.0,v,triangle
pd9polz932,28.0,Sting,True,Sting,Stranger,332.0,b,cercle
pd9polz932,29.0,Sting,True,Sting,Stranger,299.0,b,cercle
pd9polz932,30.0,Vous,True,Vous,Self,1031.0,v,triangle
pd9polz932,31.0,Sting,True,Sting,Stranger,566.0,b,cercle
pd9polz932,32.0,Jojo,True,Jojo,Friend,485.0,n,carré
xmhqsz55n3,1.0,,False,Vous,Self,,,carré
xmhqsz55n3,2.0,Vous,True,Vous,Self,2043.0,v,carré
xmhqsz55n3,3.0,Vous,True,Vous,Self,1190.0,v,carré
xmhqsz55n3,4.0,Vous,True,Vous,Self,753.0,v,carré
xmhqsz55n3,5.0,Elvis,True,Elvis,Stranger,1871.0,b,triangle
xmhqsz55n3,6.0,Elvis,True,Elvis,Stranger,812.0,b,triangle
xmhqsz55n3,7.0,Matthias,True,Matthias,Friend,646.0,n,cercle
xmhqsz55n3,8.0,Vous,True,Vous,Self,765.0,v,carré
xmhqsz55n3,9.0,Matthias,True,Matthias,Friend,1079.0,n,cercle
xmhqsz55n3,10.0,Elvis,True,Elvis,Stranger,982.0,b,triangle
xmhqsz55n3,11.0,Matthias,True,Matthias,Friend,645.0,n,cercle
xmhqsz55n3,12.0,Elvis,True,Elvis,Stranger,460.0,b,triangle
xmhqsz55n3,13.0,Vous,True,Vous,Self,697.0,v,carré
xmhqsz55n3,14.0,Elvis,True,Elvis,Stranger,576.0,b,triangle
xmhqsz55n3,15.0,Matthias,False,Vous,Self,474.0,n,carré
xmhqsz55n3,16.0,Vous,True,Vous,Self,563.0,v,carré
xmhqsz55n3,17.0,Elvis,True,Elvis,Stranger,730.0,b,triangle
xmhqsz55n3,18.0,Vous,True,Vous,Self,579.0,v,carré
xmhqsz55n3,19.0,Elvis,True,Elvis,Stranger,674.0,b,triangle
xmhqsz55n3,20.0,Vous,True,Vous,Self,532.0,v,carré
xmhqsz55n3,21.0,Elvis,True,Elvis,Stranger,422.0,b,triangle
xmhqsz55n3,22.0,Elvis,True,Elvis,Stranger,529.0,b,triangle
xmhqsz55n3,23.0,Vous,True,Vous,Self,409.0,v,carré
xmhqsz55n3,24.0,Vous,True,Vous,Self,736.0,v,carré
xmhqsz55n3,25.0,Matthias,True,Matthias,Friend,412.0,n,cercle
xmhqsz55n3,26.0,Matthias,True,Matthias,Friend,607.0,n,cercle
xmhqsz55n3,27.0,Vous,True,Vous,Self,914.0,v,carré
xmhqsz55n3,28.0,Elvis,True,Elvis,Stranger,390.0,b,triangle
xmhqsz55n3,29.0,Matthias,True,Matthias,Friend,542.0,n,cercle
xmhqsz55n3,30.0,Matthias,True,Matthias,Friend,452.0,n,cercle
xmhqsz55n3,31.0,Vous,True,Vous,Self,436.0,v,carré
xmhqsz55n3,32.0,Elvis,True,Elvis,Stranger,355.0,b,triangle
xmhqsz55n3,33.0,Matthias,True,Matthias,Friend,472.0,n,cercle
xmhqsz55n3,34.0,Matthias,True,Matthias,Friend,514.0,n,cercle
21pxz8n9fj,1.0,,False,Anais,Friend,,,carré
21pxz8n9fj,2.0,Anais,True,Anais,Friend,1349.0,n,carré
21pxz8n9fj,3.0,Anais,True,Anais,Friend,1132.0,n,carré
21pxz8n9fj,4.0,Anais,True,Anais,Friend,770.0,n,carré
21pxz8n9fj,5.0,Vous,True,Vous,Self,1273.0,v,triangle
21pxz8n9fj,6.0,Anais,True,Anais,Friend,1188.0,n,carré
21pxz8n9fj,7.0,Anais,True,Anais,Friend,606.0,n,carré
21pxz8n9fj,8.0,Beyonce,True,Beyonce,Stranger,728.0,b,cercle
21pxz8n9fj,9.0,Beyonce,True,Beyonce,Stranger,733.0,b,cercle
21pxz8n9fj,10.0,Beyonce,True,Beyonce,Stranger,839.0,b,cercle
21pxz8n9fj,11.0,Vous,True,Vous,Self,748.0,v,triangle
21pxz8n9fj,12.0,Anais,True,Anais,Friend,764.0,n,carré
21pxz8n9fj,13.0,Anais,True,Anais,Friend,643.0,n,carré
21pxz8n9fj,14.0,Beyonce,True,Beyonce,Stranger,1625.0,b,cercle
21pxz8n9fj,15.0,Beyonce,True,Beyonce,Stranger,560.0,b,cercle
21pxz8n9fj,16.0,Vous,True,Vous,Self,1018.0,v,triangle
21pxz8n9fj,17.0,Beyonce,True,Beyonce,Stranger,741.0,b,cercle
21pxz8n9fj,18.0,Beyonce,True,Beyonce,Stranger,658.0,b,cercle
21pxz8n9fj,19.0,Vous,True,Vous,Self,735.0,v,triangle
21pxz8n9fj,20.0,Beyonce,True,Beyonce,Stranger,797.0,b,cercle
59q0majt2c,1.0,Pink,True,Pink,Stranger,1165.0,b,carré
59q0majt2c,2.0,Aline,True,Aline,Friend,993.0,n,triangle
59q0majt2c,3.0,Vous,True,Vous,Self,675.0,v,cercle
59q0majt2c,4.0,Pink,True,Pink,Stranger,694.0,b,carré
59q0majt2c,5.0,Aline,True,Aline,Friend,443.0,n,triangle
59q0majt2c,6.0,Vous,True,Vous,Self,414.0,v,cercle
59q0majt2c,7.0,Pink,True,Pink,Stranger,655.0,b,carré
59q0majt2c,8.0,Pink,True,Pink,Stranger,449.0,b,carré
59q0majt2c,9.0,Vous,True,Vous,Self,641.0,v,cercle
59q0majt2c,10.0,Aline,True,Aline,Friend,1159.0,n,triangle
59q0majt2c,11.0,Vous,False,Pink,Stranger,2271.0,v,carré
59q0majt2c,12.0,Pink,False,Vous,Self,1078.0,b,cercle
59q0majt2c,13.0,Aline,True,Aline,Friend,838.0,n,triangle
59q0majt2c,14.0,Pink,True,Pink,Stranger,828.0,b,carré
59q0majt2c,15.0,Pink,True,Pink,Stranger,481.0,b,carré
59q0majt2c,16.0,Vous,True,Vous,Self,514.0,v,cercle
59q0majt2c,17.0,Vous,True,Vous,Self,431.0,v,cercle
59q0majt2c,18.0,Aline,True,Aline,Friend,578.0,n,triangle
59q0majt2c,19.0,Pink,True,Pink,Stranger,682.0,b,carré
59q0majt2c,20.0,Vous,True,Vous,Self,761.0,v,cercle
59q0majt2c,21.0,Aline,True,Aline,Friend,639.0,n,triangle
59q0majt2c,22.0,Vous,True,Vous,Self,569.0,v,cercle
59q0majt2c,23.0,Vous,True,Vous,Self,417.0,v,cercle
59q0majt2c,24.0,Vous,True,Vous,Self,474.0,v,cercle
59q0majt2c,25.0,Pink,True,Pink,Stranger,345.0,b,carré
59q0majt2c,26.0,Aline,True,Aline,Friend,486.0,n,triangle
59q0majt2c,27.0,Pink,True,Pink,Stranger,609.0,b,carré
59q0majt2c,28.0,Pink,True,Pink,Stranger,425.0,b,carré
59q0majt2c,29.0,Aline,True,Aline,Friend,995.0,n,triangle
59q0majt2c,30.0,Pink,True,Pink,Stranger,521.0,b,carré
59q0majt2c,31.0,Aline,True,Aline,Friend,685.0,n,triangle
9hmr1yax7u,1.0,Vous,True,Vous,Self,1656.0,v,cercle
9hmr1yax7u,2.0,Mildrède,False,Vous,Self,2366.0,n,cercle
9hmr1yax7u,3.0,Mildrède,False,Rihanna,Stranger,3059.0,n,triangle
9hmr1yax7u,4.0,Vous,True,Vous,Self,2102.0,v,cercle
9hmr1yax7u,5.0,Vous,True,Vous,Self,1323.0,v,cercle
9hmr1yax7u,6.0,Vous,True,Vous,Self,1127.0,v,cercle
9hmr1yax7u,7.0,Mildrède,False,Rihanna,Stranger,1847.0,n,triangle
9hmr1yax7u,8.0,Mildrède,True,Mildrède,Friend,1195.0,n,carré
9hmr1yax7u,9.0,Rihanna,True,Rihanna,Stranger,979.0,b,triangle
9hmr1yax7u,10.0,Vous,True,Vous,Self,834.0,v,cercle
9hmr1yax7u,11.0,Mildrède,True,Mildrède,Friend,1146.0,n,carré
9hmr1yax7u,12.0,Rihanna,True,Rihanna,Stranger,1302.0,b,triangle
9hmr1yax7u,13.0,Mildrède,True,Mildrède,Friend,951.0,n,carré
9hmr1yax7u,14.0,Mildrède,True,Mildrède,Friend,865.0,n,carré
9hmr1yax7u,15.0,Rihanna,True,Rihanna,Stranger,807.0,b,triangle
9hmr1yax7u,16.0,Mildrède,False,Rihanna,Stranger,2247.0,n,triangle
9hmr1yax7u,17.0,Rihanna,True,Rihanna,Stranger,596.0,b,triangle
9hmr1yax7u,18.0,Vous,True,Vous,Self,645.0,v,cercle
9hmr1yax7u,19.0,Rihanna,True,Rihanna,Stranger,2813.0,b,triangle
9hmr1yax7u,20.0,Vous,True,Vous,Self,996.0,v,cercle
9hmr1yax7u,21.0,Rihanna,True,Rihanna,Stranger,2550.0,b,triangle
9hmr1yax7u,22.0,Rihanna,True,Rihanna,Stranger,1373.0,b,triangle
9hmr1yax7u,23.0,Rihanna,True,Rihanna,Stranger,717.0,b,triangle
9hmr1yax7u,24.0,Mildrède,True,Mildrède,Friend,1669.0,n,carré
9hmr1yax7u,25.0,Mildrède,True,Mildrède,Friend,732.0,n,carré
9hmr1yax7u,26.0,Mildrède,True,Mildrède,Friend,880.0,n,carré
9hmr1yax7u,27.0,Vous,True,Vous,Self,621.0,v,cercle
9hmr1yax7u,28.0,Vous,True,Vous,Self,610.0,v,cercle
9hmr1yax7u,29.0,Mildrède,True,Mildrède,Friend,1304.0,n,carré
9hmr1yax7u,30.0,Vous,True,Vous,Self,624.0,v,cercle
9hmr1yax7u,31.0,Vous,True,Vous,Self,663.0,v,cercle
9hmr1yax7u,32.0,Mildrède,True,Mildrède,Friend,705.0,n,carré
9hmr1yax7u,33.0,Vous,True,Vous,Self,782.0,v,cercle
9hmr1yax7u,34.0,Rihanna,True,Rihanna,Stranger,722.0,b,triangle
9hmr1yax7u,35.0,Vous,True,Vous,Self,571.0,v,cercle
e7pbewwfq6,1.0,Vous,True,Vous,Self,1631.0,v,cercle
e7pbewwfq6,2.0,Vous,True,Vous,Self,812.0,v,cercle
e7pbewwfq6,3.0,Eminem,True,Eminem,Stranger,1455.0,b,carré
e7pbewwfq6,4.0,Matteo,True,Matteo,Friend,401.0,n,triangle
e7pbewwfq6,5.0,Eminem,True,Eminem,Stranger,588.0,b,carré
e7pbewwfq6,6.0,Matteo,True,Matteo,Friend,702.0,n,triangle
e7pbewwfq6,7.0,Matteo,True,Matteo,Friend,513.0,n,triangle
e7pbewwfq6,8.0,Eminem,True,Eminem,Stranger,555.0,b,carré
e7pbewwfq6,9.0,Eminem,True,Eminem,Stranger,535.0,b,carré
e7pbewwfq6,10.0,Eminem,True,Eminem,Stranger,799.0,b,carré
e7pbewwfq6,11.0,Matteo,True,Matteo,Friend,614.0,n,triangle
e7pbewwfq6,12.0,Eminem,True,Eminem,Stranger,729.0,b,carré
e7pbewwfq6,13.0,Eminem,True,Eminem,Stranger,612.0,b,carré
e7pbewwfq6,14.0,Vous,True,Vous,Self,857.0,v,cercle
e7pbewwfq6,15.0,Vous,True,Vous,Self,885.0,v,cercle
e7pbewwfq6,16.0,Eminem,True,Eminem,Stranger,1874.0,b,carré
e7pbewwfq6,17.0,Eminem,True,Eminem,Stranger,704.0,b,carré
e7pbewwfq6,18.0,Eminem,False,Vous,Self,716.0,b,cercle
e7pbewwfq6,19.0,Matteo,True,Matteo,Friend,1442.0,n,triangle
e7pbewwfq6,20.0,Vous,True,Vous,Self,863.0,v,cercle
e7pbewwfq6,21.0,Matteo,True,Matteo,Friend,846.0,n,triangle
e7pbewwfq6,22.0,Eminem,True,Eminem,Stranger,928.0,b,carré
e7pbewwfq6,23.0,Vous,True,Vous,Self,775.0,v,cercle
e7pbewwfq6,24.0,Vous,True,Vous,Self,664.0,v,cercle
e7pbewwfq6,25.0,Vous,True,Vous,Self,546.0,v,cercle
e7pbewwfq6,26.0,Matteo,True,Matteo,Friend,1898.0,n,triangle
e7pbewwfq6,27.0,Eminem,True,Eminem,Stranger,863.0,b,carré
e7pbewwfq6,28.0,Vous,True,Vous,Self,765.0,v,cercle
e7pbewwfq6,29.0,Matteo,True,Matteo,Friend,1160.0,n,triangle
e7pbewwfq6,30.0,Matteo,True,Matteo,Friend,1060.0,n,triangle
e7pbewwfq6,31.0,Matteo,True,Matteo,Friend,732.0,n,triangle
e7pbewwfq6,32.0,Vous,True,Vous,Self,584.0,v,cercle
e7pbewwfq6,33.0,Eminem,True,Eminem,Stranger,813.0,b,carré
e7pbewwfq6,34.0,Matteo,True,Matteo,Friend,1389.0,n,triangle
e7pbewwfq6,35.0,Matteo,True,Matteo,Friend,612.0,n,triangle
e7pbewwfq6,36.0,Vous,True,Vous,Self,686.0,v,cercle
e7pbewwfq6,37.0,Eminem,True,Eminem,Stranger,1076.0,b,carré
1xc3jgv88j,1.0,Pink,True,Pink,Stranger,2357.0,b,triangle
1xc3jgv88j,2.0,Pink,True,Pink,Stranger,3483.0,b,triangle
1xc3jgv88j,3.0,Pink,True,Pink,Stranger,1970.0,b,triangle
1xc3jgv88j,4.0,Pink,True,Pink,Stranger,1830.0,b,triangle
1xc3jgv88j,5.0,Vous,True,Vous,Self,1825.0,v,cercle
1xc3jgv88j,6.0,Pink,True,Pink,Stranger,1143.0,b,triangle
1xc3jgv88j,7.0,Vous,False,Marie ,Friend,2109.0,v,carré
1xc3jgv88j,8.0,Vous,True,Vous,Self,1494.0,v,cercle
1xc3jgv88j,9.0,Marie ,True,Marie ,Friend,1223.0,n,carré
1xc3jgv88j,10.0,Pink,True,Pink,Stranger,1607.0,b,triangle
1xc3jgv88j,11.0,Vous,False,Pink,Stranger,2133.0,v,triangle
1xc3jgv88j,12.0,Marie ,True,Marie ,Friend,1948.0,n,carré
1xc3jgv88j,13.0,Vous,True,Vous,Self,1572.0,v,cercle
1xc3jgv88j,14.0,Vous,True,Vous,Self,1564.0,v,cercle
1xc3jgv88j,15.0,Vous,True,Vous,Self,976.0,v,cercle
1xc3jgv88j,16.0,Vous,True,Vous,Self,556.0,v,cercle
1xc3jgv88j,17.0,Vous,True,Vous,Self,626.0,v,cercle
1xc3jgv88j,18.0,Marie ,True,Marie ,Friend,1351.0,n,carré
1xc3jgv88j,19.0,Vous,True,Vous,Self,1941.0,v,cercle
1xc3jgv88j,20.0,Vous,True,Vous,Self,757.0,v,cercle
1xc3jgv88j,21.0,Pink,True,Pink,Stranger,776.0,b,triangle
1xc3jgv88j,22.0,Pink,True,Pink,Stranger,645.0,b,triangle
1xc3jgv88j,23.0,Pink,True,Pink,Stranger,917.0,b,triangle
1xc3jgv88j,24.0,Vous,True,Vous,Self,1292.0,v,cercle
1xc3jgv88j,25.0,Pink,True,Pink,Stranger,1013.0,b,triangle
1xc3jgv88j,26.0,Marie ,True,Marie ,Friend,1052.0,n,carré
1xc3jgv88j,27.0,Marie ,True,Marie ,Friend,1457.0,n,carré
1xc3jgv88j,28.0,Vous,True,Vous,Self,934.0,v,cercle
1xc3jgv88j,29.0,Pink,True,Pink,Stranger,671.0,b,triangle
1xc3jgv88j,30.0,Pink,True,Pink,Stranger,740.0,b,triangle
p6nv8yhc40,1.0,Shakira,True,Shakira,Stranger,2629.0,b,square
p6nv8yhc40,2.0,You,True,You,Self,3894.0,v,triangle
p6nv8yhc40,3.0,Angeliki,True,Angeliki,Friend,925.0,n,circle
p6nv8yhc40,4.0,You,True,You,Self,1095.0,v,triangle
p6nv8yhc40,5.0,You,True,You,Self,642.0,v,triangle
p6nv8yhc40,6.0,Angeliki,True,Angeliki,Friend,720.0,n,circle
p6nv8yhc40,7.0,Angeliki,True,Angeliki,Friend,1214.0,n,circle
p6nv8yhc40,8.0,Angeliki,True,Angeliki,Friend,666.0,n,circle
p6nv8yhc40,9.0,Angeliki,True,Angeliki,Friend,588.0,n,circle
p6nv8yhc40,10.0,Angeliki,True,Angeliki,Friend,579.0,n,circle
p6nv8yhc40,11.0,Angeliki,True,Angeliki,Friend,475.0,n,circle
p6nv8yhc40,12.0,You,True,You,Self,2664.0,v,triangle
p6nv8yhc40,13.0,Angeliki,True,Angeliki,Friend,712.0,n,circle
p6nv8yhc40,14.0,You,True,You,Self,1196.0,v,triangle
p6nv8yhc40,15.0,Shakira,True,Shakira,Stranger,550.0,b,square
p6nv8yhc40,16.0,You,True,You,Self,680.0,v,triangle
p6nv8yhc40,17.0,Shakira,True,Shakira,Stranger,655.0,b,square
p6nv8yhc40,18.0,Shakira,True,Shakira,Stranger,500.0,b,square
p6nv8yhc40,19.0,Shakira,True,Shakira,Stranger,477.0,b,square
a048ghjxj2,1.0,You,True,You,Self,3352.0,v,triangle
a048ghjxj2,2.0,Sam,True,Sam,Friend,1654.0,n,square
a048ghjxj2,3.0,Shakira,True,Shakira,Stranger,958.0,b,circle
a048ghjxj2,4.0,Shakira,True,Shakira,Stranger,659.0,b,circle
a048ghjxj2,5.0,Shakira,False,Sam,Friend,694.0,b,square
a048ghjxj2,6.0,You,True,You,Self,714.0,v,triangle
a048ghjxj2,7.0,Shakira,True,Shakira,Stranger,867.0,b,circle
a048ghjxj2,8.0,Shakira,True,Shakira,Stranger,586.0,b,circle
a048ghjxj2,9.0,You,True,You,Self,649.0,v,triangle
a048ghjxj2,10.0,Sam,True,Sam,Friend,959.0,n,square
a048ghjxj2,11.0,You,True,You,Self,637.0,v,triangle
a048ghjxj2,12.0,Shakira,True,Shakira,Stranger,681.0,b,circle
a048ghjxj2,13.0,You,True,You,Self,1559.0,v,triangle
a048ghjxj2,14.0,Shakira,True,Shakira,Stranger,600.0,b,circle
a048ghjxj2,15.0,Shakira,True,Shakira,Stranger,559.0,b,circle
a048ghjxj2,16.0,Shakira,True,Shakira,Stranger,552.0,b,circle
a048ghjxj2,17.0,Shakira,True,Shakira,Stranger,505.0,b,circle
a048ghjxj2,18.0,Shakira,True,Shakira,Stranger,399.0,b,circle
a048ghjxj2,19.0,You,True,You,Self,517.0,v,triangle
a048ghjxj2,20.0,You,True,You,Self,485.0,v,triangle
a048ghjxj2,21.0,You,True,You,Self,457.0,v,triangle
a048ghjxj2,22.0,Sam,True,Sam,Friend,402.0,n,square
a048ghjxj2,23.0,Shakira,True,Shakira,Stranger,585.0,b,circle
a048ghjxj2,24.0,You,True,You,Self,689.0,v,triangle
q3tttl1f8c,1.0,,False,Vous,Self,,,cercle
q3tttl1f8c,2.0,Vous,False,Eminem,Stranger,1501.0,v,triangle
q3tttl1f8c,3.0,Eminem,True,Eminem,Stranger,2277.0,b,triangle
q3tttl1f8c,4.0,Eminem,True,Eminem,Stranger,2578.0,b,triangle
q3tttl1f8c,5.0,Eminem,True,Eminem,Stranger,1451.0,b,triangle
q3tttl1f8c,6.0,Vous,True,Vous,Self,3500.0,v,cercle
q3tttl1f8c,7.0,Vous,True,Vous,Self,2896.0,v,cercle
q3tttl1f8c,8.0,Vous,True,Vous,Self,1624.0,v,cercle
q3tttl1f8c,9.0,skinner,True,skinner,Friend,735.0,n,carré
q3tttl1f8c,10.0,skinner,True,skinner,Friend,1584.0,n,carré
q3tttl1f8c,11.0,Vous,True,Vous,Self,777.0,v,cercle
q3tttl1f8c,12.0,Vous,True,Vous,Self,654.0,v,cercle
q3tttl1f8c,13.0,skinner,True,skinner,Friend,538.0,n,carré
q3tttl1f8c,14.0,Vous,True,Vous,Self,690.0,v,cercle
q3tttl1f8c,15.0,Eminem,True,Eminem,Stranger,454.0,b,triangle
q3tttl1f8c,16.0,Vous,True,Vous,Self,1618.0,v,cercle
q3tttl1f8c,17.0,skinner,False,Eminem,Stranger,787.0,n,triangle
q3tttl1f8c,18.0,Eminem,True,Eminem,Stranger,681.0,b,triangle
q3tttl1f8c,19.0,Vous,True,Vous,Self,810.0,v,cercle
q3tttl1f8c,20.0,skinner,True,skinner,Friend,914.0,n,carré
q3tttl1f8c,21.0,Eminem,True,Eminem,Stranger,1095.0,b,triangle
q3tttl1f8c,22.0,Vous,True,Vous,Self,554.0,v,cercle
q3tttl1f8c,23.0,Vous,True,Vous,Self,769.0,v,cercle
q3tttl1f8c,24.0,skinner,True,skinner,Friend,521.0,n,carré
q3tttl1f8c,25.0,skinner,True,skinner,Friend,657.0,n,carré
q3tttl1f8c,26.0,Eminem,True,Eminem,Stranger,389.0,b,triangle
q3tttl1f8c,27.0,Vous,True,Vous,Self,757.0,v,cercle
q3tttl1f8c,28.0,Eminem,True,Eminem,Stranger,2012.0,b,triangle
q3tttl1f8c,29.0,skinner,True,skinner,Friend,589.0,n,carré
q3tttl1f8c,30.0,Eminem,True,Eminem,Stranger,1262.0,b,triangle
q3tttl1f8c,31.0,skinner,True,skinner,Friend,635.0,n,carré
q3tttl1f8c,32.0,skinner,True,skinner,Friend,1171.0,n,carré
q3tttl1f8c,33.0,Vous,True,Vous,Self,676.0,v,cercle
q3tttl1f8c,34.0,Eminem,True,Eminem,Stranger,699.0,b,triangle
q3tttl1f8c,35.0,Vous,True,Vous,Self,1079.0,v,cercle
q3tttl1f8c,36.0,Eminem,True,Eminem,Stranger,1063.0,b,triangle
qoanceely2,1.0,Vous,True,Vous,Self,4939.0,v,cercle
qoanceely2,2.0,Vous,True,Vous,Self,1814.0,v,cercle
qoanceely2,3.0,Vous,True,Vous,Self,988.0,v,cercle
qoanceely2,4.0,Vous,True,Vous,Self,718.0,v,cercle
qoanceely2,5.0,Vous,True,Vous,Self,1908.0,v,cercle
qoanceely2,6.0,Rihanna,True,Rihanna,Stranger,3163.0,b,carré
qoanceely2,7.0,Vous,True,Vous,Self,1185.0,v,cercle
qoanceely2,8.0,Céline,True,Céline,Friend,1284.0,n,triangle
qoanceely2,9.0,Rihanna,True,Rihanna,Stranger,1595.0,b,carré
qoanceely2,10.0,Vous,True,Vous,Self,983.0,v,cercle
qoanceely2,11.0,Rihanna,True,Rihanna,Stranger,1178.0,b,carré
qoanceely2,12.0,Rihanna,True,Rihanna,Stranger,1032.0,b,carré
qoanceely2,13.0,Céline,True,Céline,Friend,871.0,n,triangle
qoanceely2,14.0,Vous,True,Vous,Self,511.0,v,cercle
qoanceely2,15.0,Rihanna,True,Rihanna,Stranger,647.0,b,carré
qoanceely2,16.0,Céline,True,Céline,Friend,789.0,n,triangle
qoanceely2,17.0,Vous,False,Rihanna,Stranger,644.0,v,carré
qoanceely2,18.0,Rihanna,True,Rihanna,Stranger,713.0,b,carré
qoanceely2,19.0,Céline,True,Céline,Friend,979.0,n,triangle
qoanceely2,20.0,Rihanna,True,Rihanna,Stranger,725.0,b,carré
qoanceely2,21.0,Vous,True,Vous,Self,628.0,v,cercle
qoanceely2,22.0,Rihanna,True,Rihanna,Stranger,1847.0,b,carré
qoanceely2,23.0,Céline,True,Céline,Friend,677.0,n,triangle
qoanceely2,24.0,Rihanna,True,Rihanna,Stranger,881.0,b,carré
qoanceely2,25.0,Céline,True,Céline,Friend,974.0,n,triangle
qoanceely2,26.0,Rihanna,True,Rihanna,Stranger,474.0,b,carré
qoanceely2,27.0,Rihanna,True,Rihanna,Stranger,1585.0,b,carré
qoanceely2,28.0,Céline,True,Céline,Friend,680.0,n,triangle
qoanceely2,29.0,Rihanna,True,Rihanna,Stranger,1004.0,b,carré
qoanceely2,30.0,Rihanna,True,Rihanna,Stranger,571.0,b,carré
qoanceely2,31.0,Céline,True,Céline,Friend,616.0,n,triangle
qoanceely2,32.0,Céline,True,Céline,Friend,1150.0,n,triangle
qoanceely2,33.0,Céline,True,Céline,Friend,723.0,n,triangle
qoanceely2,34.0,Vous,True,Vous,Self,935.0,v,cercle
qoanceely2,35.0,Céline,True,Céline,Friend,1204.0,n,triangle
qoanceely2,36.0,Vous,True,Vous,Self,628.0,v,cercle
lqnwprskhp,1.0,Maxime,False,Vous,Self,3690.0,n,carré
lqnwprskhp,2.0,Eminem,True,Eminem,Stranger,1976.0,b,cercle
lqnwprskhp,3.0,Eminem,True,Eminem,Stranger,1390.0,b,cercle
lqnwprskhp,4.0,Vous,True,Vous,Self,1288.0,v,carré
lqnwprskhp,5.0,Vous,True,Vous,Self,941.0,v,carré
lqnwprskhp,6.0,Vous,True,Vous,Self,883.0,v,carré
lqnwprskhp,7.0,Eminem,True,Eminem,Stranger,1186.0,b,cercle
lqnwprskhp,8.0,Maxime,False,Vous,Self,1509.0,n,carré
lqnwprskhp,9.0,Vous,True,Vous,Self,1596.0,v,carré
lqnwprskhp,10.0,Maxime,True,Maxime,Friend,1042.0,n,triangle
lqnwprskhp,11.0,Vous,True,Vous,Self,1063.0,v,carré
lqnwprskhp,12.0,Vous,True,Vous,Self,979.0,v,carré
lqnwprskhp,13.0,Maxime,True,Maxime,Friend,1102.0,n,triangle
lqnwprskhp,14.0,Eminem,True,Eminem,Stranger,672.0,b,cercle
lqnwprskhp,15.0,Maxime,True,Maxime,Friend,787.0,n,triangle
lqnwprskhp,16.0,Eminem,True,Eminem,Stranger,852.0,b,cercle
lqnwprskhp,17.0,Maxime,True,Maxime,Friend,876.0,n,triangle
lqnwprskhp,18.0,Eminem,True,Eminem,Stranger,1537.0,b,cercle
lqnwprskhp,19.0,Maxime,True,Maxime,Friend,2462.0,n,triangle
lqnwprskhp,20.0,Eminem,True,Eminem,Stranger,1211.0,b,cercle
lqnwprskhp,21.0,Vous,True,Vous,Self,847.0,v,carré
lqnwprskhp,22.0,Eminem,True,Eminem,Stranger,643.0,b,cercle
lqnwprskhp,23.0,Eminem,True,Eminem,Stranger,606.0,b,cercle
lqnwprskhp,24.0,Eminem,True,Eminem,Stranger,579.0,b,cercle
lqnwprskhp,25.0,Maxime,True,Maxime,Friend,745.0,n,triangle
lqnwprskhp,26.0,Vous,True,Vous,Self,676.0,v,carré
lqnwprskhp,27.0,Maxime,False,Vous,Self,1142.0,n,carré
lqnwprskhp,28.0,Eminem,True,Eminem,Stranger,2093.0,b,cercle
lqnwprskhp,29.0,Vous,True,Vous,Self,2544.0,v,carré
lqnwprskhp,30.0,Eminem,True,Eminem,Stranger,1773.0,b,cercle
lqnwprskhp,31.0,Eminem,True,Eminem,Stranger,872.0,b,cercle
lqnwprskhp,32.0,Maxime,True,Maxime,Friend,761.0,n,triangle
lqnwprskhp,33.0,Maxime,True,Maxime,Friend,905.0,n,triangle
lqnwprskhp,34.0,Maxime,True,Maxime,Friend,949.0,n,triangle
lqnwprskhp,35.0,Maxime,True,Maxime,Friend,871.0,n,triangle
lqnwprskhp,36.0,Eminem,True,Eminem,Stranger,805.0,b,cercle
lqnwprskhp,37.0,Eminem,True,Eminem,Stranger,672.0,b,cercle
lqnwprskhp,38.0,Maxime,True,Maxime,Friend,2101.0,n,triangle
lqnwprskhp,39.0,Eminem,True,Eminem,Stranger,586.0,b,cercle
lqnwprskhp,40.0,Vous,True,Vous,Self,2027.0,v,carré
lqnwprskhp,41.0,Vous,True,Vous,Self,534.0,v,carré
lqnwprskhp,42.0,Eminem,True,Eminem,Stranger,2062.0,b,cercle
lqnwprskhp,43.0,Maxime,True,Maxime,Friend,2202.0,n,triangle
lqnwprskhp,44.0,Vous,True,Vous,Self,1971.0,v,carré
lqnwprskhp,45.0,Maxime,True,Maxime,Friend,2944.0,n,triangle
lqnwprskhp,46.0,Vous,True,Vous,Self,1007.0,v,carré
8eagbok3l7,1.0,,False,Vous,Self,,,carré
8eagbok3l7,2.0,mary,True,mary,Friend,2857.0,n,cercle
8eagbok3l7,3.0,Vous,True,Vous,Self,1539.0,v,carré
8eagbok3l7,4.0,Vous,True,Vous,Self,2014.0,v,carré
8eagbok3l7,5.0,Vous,True,Vous,Self,2847.0,v,carré
