Participant,Trial,Correct_Response,Illusion_Type,Illusion_Strength,Illusion_Difference,isi
m4puwasx9s,77.0,arrowdown,MullerLyer,-21.0,-0.30447,2164583.0
m4puwasx9s,78.0,arrowdown,MullerLyer,9.0,-0.18509,2166147.0
m4puwasx9s,79.0,arrowup,MullerLyer,-15.0,0.18509,2168078.0
m4puwasx9s,80.0,arrowdown,MullerLyer,9.0,-0.08716,2169596.0
m4puwasx9s,1.0,arrowright,Ebbinghaus,0.75,-0.09684,2183403.0
m4puwasx9s,2.0,arrowleft,Ebbinghaus,0.15,0.5,2185175.0
m4puwasx9s,3.0,arrowleft,Ebbinghaus,0.15,0.20566,2186535.0
m4puwasx9s,4.0,arrowright,Ebbinghaus,1.05,-0.5,2188024.0
m4puwasx9s,5.0,arrowright,Ebbinghaus,1.35,-0.5,2189419.0
m4puwasx9s,6.0,arrowright,Ebbinghaus,1.35,-0.3383,2190751.0
m4puwasx9s,7.0,arrowleft,Ebbinghaus,0.75,0.09684,2191861.0
m4puwasx9s,8.0,arrowleft,Ebbinghaus,0.45,0.20566,2193651.0
m4puwasx9s,9.0,arrowright,Ebbinghaus,-0.75,-0.3383,2195746.0
m4puwasx9s,10.0,arrowleft,Ebbinghaus,-1.35,0.20566,2197652.0
m4puwasx9s,11.0,arrowleft,Ebbinghaus,-1.05,0.5,2199988.0
m4puwasx9s,12.0,arrowleft,Ebbinghaus,-1.05,0.20566,2201450.0
m4puwasx9s,13.0,arrowright,Ebbinghaus,-0.15,-0.3383,2203220.0
m4puwasx9s,14.0,arrowleft,Ebbinghaus,-0.75,0.09684,2204953.0
m4puwasx9s,15.0,arrowleft,Ebbinghaus,1.05,0.5,2206377.0
m4puwasx9s,16.0,arrowright,Ebbinghaus,-1.35,-0.3383,2207965.0
m4puwasx9s,17.0,arrowright,Ebbinghaus,-0.75,-0.5,2209366.0
m4puwasx9s,18.0,arrowleft,Ebbinghaus,1.05,0.3383,2210885.0
m4puwasx9s,19.0,arrowleft,Ebbinghaus,-1.35,0.5,2212748.0
m4puwasx9s,20.0,arrowleft,Ebbinghaus,-1.35,0.3383,2213988.0
m4puwasx9s,21.0,arrowright,Ebbinghaus,1.05,-0.3383,2215498.0
m4puwasx9s,22.0,arrowright,Ebbinghaus,0.75,-0.5,2217211.0
m4puwasx9s,23.0,arrowleft,Ebbinghaus,1.35,0.09684,2218815.0
m4puwasx9s,24.0,arrowright,Ebbinghaus,-1.05,-0.20566,2220646.0
m4puwasx9s,25.0,arrowright,Ebbinghaus,0.15,-0.09684,2222049.0
m4puwasx9s,26.0,arrowleft,Ebbinghaus,1.35,0.3383,2223794.0
m4puwasx9s,27.0,arrowleft,Ebbinghaus,1.05,0.20566,2225294.0
m4puwasx9s,28.0,arrowright,Ebbinghaus,0.15,-0.5,2226917.0
m4puwasx9s,29.0,arrowright,Ebbinghaus,1.05,-0.20566,2228457.0
m4puwasx9s,30.0,arrowleft,Ebbinghaus,-1.05,0.09684,2229828.0
m4puwasx9s,31.0,arrowleft,Ebbinghaus,-0.15,0.20566,2231587.0
m4puwasx9s,32.0,arrowright,Ebbinghaus,0.45,-0.20566,2233197.0
m4puwasx9s,33.0,arrowleft,Ebbinghaus,-1.35,0.09684,2234657.0
m4puwasx9s,34.0,arrowright,Ebbinghaus,-0.15,-0.5,2236227.0
m4puwasx9s,35.0,arrowleft,Ebbinghaus,0.45,0.09684,2237607.0
m4puwasx9s,36.0,arrowleft,Ebbinghaus,0.75,0.5,2239219.0
m4puwasx9s,37.0,arrowleft,Ebbinghaus,-0.15,0.5,2240821.0
m4puwasx9s,38.0,arrowleft,Ebbinghaus,-0.75,0.5,2242353.0
m4puwasx9s,39.0,arrowleft,Ebbinghaus,0.45,0.5,2243953.0
m4puwasx9s,40.0,arrowleft,Ebbinghaus,-0.45,0.09684,2245365.0
m4puwasx9s,41.0,arrowright,Ebbinghaus,-1.05,-0.3383,2247044.0
m4puwasx9s,42.0,arrowright,Ebbinghaus,-1.35,-0.09684,2248655.0
m4puwasx9s,43.0,arrowright,Ebbinghaus,1.05,-0.09684,2250251.0
m4puwasx9s,44.0,arrowright,Ebbinghaus,0.75,-0.20566,2251779.0
m4puwasx9s,45.0,arrowleft,Ebbinghaus,0.15,0.09684,2253817.0
m4puwasx9s,46.0,arrowright,Ebbinghaus,-1.35,-0.5,2255411.0
m4puwasx9s,47.0,arrowleft,Ebbinghaus,0.75,0.3383,2257105.0
m4puwasx9s,48.0,arrowright,Ebbinghaus,0.15,-0.20566,2258579.0
m4puwasx9s,49.0,arrowleft,Ebbinghaus,-0.15,0.3383,2260281.0
m4puwasx9s,50.0,arrowright,Ebbinghaus,-0.15,-0.20566,2261976.0
m4puwasx9s,51.0,arrowright,Ebbinghaus,-1.35,-0.20566,2263388.0
m4puwasx9s,52.0,arrowright,Ebbinghaus,-0.45,-0.3383,2264702.0
m4puwasx9s,53.0,arrowright,Ebbinghaus,0.75,-0.3383,2265947.0
m4puwasx9s,54.0,arrowright,Ebbinghaus,-0.45,-0.5,2267367.0
m4puwasx9s,55.0,arrowright,Ebbinghaus,1.35,-0.20566,2268892.0
m4puwasx9s,56.0,arrowleft,Ebbinghaus,0.15,0.3383,2270371.0
m4puwasx9s,57.0,arrowleft,Ebbinghaus,-0.45,0.5,2271835.0
m4puwasx9s,58.0,arrowleft,Ebbinghaus,0.75,0.20566,2273113.0
m4puwasx9s,59.0,arrowright,Ebbinghaus,-0.15,-0.09684,2274564.0
m4puwasx9s,60.0,arrowright,Ebbinghaus,-0.45,-0.09684,2276517.0
m4puwasx9s,61.0,arrowleft,Ebbinghaus,-0.75,0.3383,2278178.0
m4puwasx9s,62.0,arrowright,Ebbinghaus,0.45,-0.09684,2279611.0
m4puwasx9s,63.0,arrowleft,Ebbinghaus,-0.45,0.3383,2281588.0
m4puwasx9s,64.0,arrowright,Ebbinghaus,-0.45,-0.20566,2282910.0
m4puwasx9s,65.0,arrowright,Ebbinghaus,-0.75,-0.20566,2284771.0
m4puwasx9s,66.0,arrowleft,Ebbinghaus,0.45,0.3383,2286388.0
m4puwasx9s,67.0,arrowright,Ebbinghaus,1.35,-0.09684,2288170.0
m4puwasx9s,68.0,arrowleft,Ebbinghaus,1.05,0.09684,2289853.0
m4puwasx9s,69.0,arrowleft,Ebbinghaus,1.35,0.20566,2291503.0
m4puwasx9s,70.0,arrowleft,Ebbinghaus,-0.75,0.20566,2293067.0
m4puwasx9s,71.0,arrowright,Ebbinghaus,-0.75,-0.09684,2294679.0
m4puwasx9s,72.0,arrowright,Ebbinghaus,0.45,-0.3383,2296389.0
m4puwasx9s,73.0,arrowleft,Ebbinghaus,-1.05,0.3383,2297771.0
m4puwasx9s,74.0,arrowright,Ebbinghaus,-1.05,-0.09684,2299062.0
m4puwasx9s,75.0,arrowright,Ebbinghaus,-1.05,-0.5,2300272.0
m4puwasx9s,76.0,arrowleft,Ebbinghaus,-0.45,0.20566,2301736.0
m4puwasx9s,77.0,arrowright,Ebbinghaus,0.15,-0.3383,2303201.0
m4puwasx9s,78.0,arrowright,Ebbinghaus,0.45,-0.5,2305045.0
m4puwasx9s,79.0,arrowleft,Ebbinghaus,-0.15,0.09684,2306435.0
m4puwasx9s,80.0,arrowleft,Ebbinghaus,1.35,0.5,2308213.0
m4puwasx9s,1.0,arrowright,VerticalHorizontal,31.5,-0.20298,2318752.0
m4puwasx9s,2.0,arrowright,VerticalHorizontal,31.5,-0.3,2320601.0
m4puwasx9s,3.0,arrowright,VerticalHorizontal,22.5,-0.0581,2322104.0
m4puwasx9s,4.0,arrowright,VerticalHorizontal,-13.5,-0.12339,2323898.0
m4puwasx9s,5.0,arrowright,VerticalHorizontal,22.5,-0.3,2325211.0
m4puwasx9s,6.0,arrowleft,VerticalHorizontal,13.5,0.20298,2326647.0
m4puwasx9s,7.0,arrowright,VerticalHorizontal,-31.5,-0.12339,2328029.0
m4puwasx9s,8.0,arrowright,VerticalHorizontal,40.5,-0.20298,2329422.0
m4puwasx9s,9.0,arrowleft,VerticalHorizontal,-31.5,0.3,2330886.0
m4puwasx9s,10.0,arrowleft,VerticalHorizontal,-40.5,0.0581,2332496.0
m4puwasx9s,11.0,arrowright,VerticalHorizontal,13.5,-0.3,2334251.0
m4puwasx9s,12.0,arrowright,VerticalHorizontal,22.5,-0.12339,2335728.0
m4puwasx9s,13.0,arrowleft,VerticalHorizontal,-22.5,0.20298,2337123.0
m4puwasx9s,14.0,arrowright,VerticalHorizontal,-40.5,-0.20298,2338688.0
m4puwasx9s,15.0,arrowright,VerticalHorizontal,-31.5,-0.20298,2339806.0
m4puwasx9s,16.0,arrowright,VerticalHorizontal,-4.5,-0.3,2341439.0
m4puwasx9s,17.0,arrowright,VerticalHorizontal,40.5,-0.0581,2343133.0
m4puwasx9s,18.0,arrowright,VerticalHorizontal,-4.5,-0.0581,2344814.0
m4puwasx9s,19.0,arrowright,VerticalHorizontal,13.5,-0.20298,2346335.0
m4puwasx9s,20.0,arrowleft,VerticalHorizontal,-22.5,0.12339,2348158.0
m4puwasx9s,21.0,arrowleft,VerticalHorizontal,22.5,0.20298,2349452.0
m4puwasx9s,22.0,arrowright,VerticalHorizontal,4.5,-0.3,2350978.0
m4puwasx9s,23.0,arrowright,VerticalHorizontal,-40.5,-0.12339,2352486.0
m4puwasx9s,24.0,arrowleft,VerticalHorizontal,-31.5,0.12339,2353688.0
m4puwasx9s,25.0,arrowright,VerticalHorizontal,4.5,-0.20298,2355238.0
m4puwasx9s,26.0,arrowright,VerticalHorizontal,-22.5,-0.12339,2356347.0
m4puwasx9s,27.0,arrowleft,VerticalHorizontal,40.5,0.3,2357850.0
m4puwasx9s,28.0,arrowright,VerticalHorizontal,-13.5,-0.3,2359525.0
m4puwasx9s,29.0,arrowleft,VerticalHorizontal,-40.5,0.20298,2360758.0
m4puwasx9s,30.0,arrowright,VerticalHorizontal,40.5,-0.12339,2361864.0
m4puwasx9s,31.0,arrowright,VerticalHorizontal,13.5,-0.12339,2363999.0
m4puwasx9s,32.0,arrowright,VerticalHorizontal,40.5,-0.3,2365789.0
m4puwasx9s,33.0,arrowleft,VerticalHorizontal,31.5,0.0581,2367202.0
m4puwasx9s,34.0,arrowleft,VerticalHorizontal,40.5,0.0581,2368945.0
m4puwasx9s,35.0,arrowleft,VerticalHorizontal,-13.5,0.12339,2370530.0
m4puwasx9s,36.0,arrowright,VerticalHorizontal,-40.5,-0.0581,2372160.0
m4puwasx9s,37.0,arrowleft,VerticalHorizontal,31.5,0.20298,2373604.0
m4puwasx9s,38.0,arrowright,VerticalHorizontal,13.5,-0.0581,2375148.0
m4puwasx9s,39.0,arrowright,VerticalHorizontal,4.5,-0.0581,2377020.0
m4puwasx9s,40.0,arrowleft,VerticalHorizontal,-31.5,0.0581,2378900.0
m4puwasx9s,41.0,arrowright,VerticalHorizontal,-31.5,-0.0581,2380233.0
m4puwasx9s,42.0,arrowleft,VerticalHorizontal,-40.5,0.12339,2381864.0
m4puwasx9s,43.0,arrowleft,VerticalHorizontal,22.5,0.0581,2383266.0
m4puwasx9s,44.0,arrowright,VerticalHorizontal,4.5,-0.12339,2385260.0
m4puwasx9s,45.0,arrowleft,VerticalHorizontal,13.5,0.3,2387372.0
m4puwasx9s,46.0,arrowright,VerticalHorizontal,-22.5,-0.0581,2388932.0
m4puwasx9s,47.0,arrowleft,VerticalHorizontal,-4.5,0.12339,2390526.0
m4puwasx9s,48.0,arrowleft,VerticalHorizontal,40.5,0.20298,2391964.0
m4puwasx9s,49.0,arrowright,VerticalHorizontal,-22.5,-0.3,2393700.0
m4puwasx9s,50.0,arrowright,VerticalHorizontal,-13.5,-0.20298,2394987.0
m4puwasx9s,51.0,arrowleft,VerticalHorizontal,4.5,0.20298,2396807.0
m4puwasx9s,52.0,arrowleft,VerticalHorizontal,22.5,0.3,2398215.0
m4puwasx9s,53.0,arrowright,VerticalHorizontal,-4.5,-0.20298,2399937.0
m4puwasx9s,54.0,arrowright,VerticalHorizontal,31.5,-0.0581,2401479.0
m4puwasx9s,55.0,arrowleft,VerticalHorizontal,31.5,0.12339,2402874.0
m4puwasx9s,56.0,arrowright,VerticalHorizontal,-40.5,-0.3,2404483.0
m4puwasx9s,57.0,arrowright,VerticalHorizontal,-31.5,-0.3,2405900.0
m4puwasx9s,58.0,arrowright,VerticalHorizontal,31.5,-0.12339,2407055.0
m4puwasx9s,59.0,arrowleft,VerticalHorizontal,40.5,0.12339,2408561.0
m4puwasx9s,60.0,arrowleft,VerticalHorizontal,4.5,0.3,2410481.0
m4puwasx9s,61.0,arrowleft,VerticalHorizontal,31.5,0.3,2412020.0
m4puwasx9s,62.0,arrowleft,VerticalHorizontal,13.5,0.12339,2413421.0
m4puwasx9s,63.0,arrowleft,VerticalHorizontal,-4.5,0.3,2415108.0
m4puwasx9s,64.0,arrowleft,VerticalHorizontal,-4.5,0.0581,2416590.0
m4puwasx9s,65.0,arrowleft,VerticalHorizontal,4.5,0.12339,2418124.0
m4puwasx9s,66.0,arrowleft,VerticalHorizontal,-22.5,0.0581,2419672.0
m4puwasx9s,67.0,arrowleft,VerticalHorizontal,13.5,0.0581,2421364.0
m4puwasx9s,68.0,arrowleft,VerticalHorizontal,4.5,0.0581,2423125.0
m4puwasx9s,69.0,arrowleft,VerticalHorizontal,-31.5,0.20298,2424438.0
m4puwasx9s,70.0,arrowleft,VerticalHorizontal,-22.5,0.3,2425741.0
m4puwasx9s,71.0,arrowleft,VerticalHorizontal,-40.5,0.3,2427379.0
m4puwasx9s,72.0,arrowleft,VerticalHorizontal,-13.5,0.0581,2428570.0
m4puwasx9s,73.0,arrowleft,VerticalHorizontal,-4.5,0.20298,2430379.0
m4puwasx9s,74.0,arrowleft,VerticalHorizontal,22.5,0.12339,2431736.0
m4puwasx9s,75.0,arrowright,VerticalHorizontal,-13.5,-0.0581,2433219.0
m4puwasx9s,76.0,arrowleft,VerticalHorizontal,-13.5,0.20298,2434813.0
m4puwasx9s,77.0,arrowleft,VerticalHorizontal,-13.5,0.3,2436389.0
m4puwasx9s,78.0,arrowright,VerticalHorizontal,22.5,-0.20298,2437485.0
m4puwasx9s,79.0,arrowright,VerticalHorizontal,-22.5,-0.20298,2439565.0
m4puwasx9s,80.0,arrowright,VerticalHorizontal,-4.5,-0.12339,2440989.0
m4puwasx9s,1.0,arrowdown,MullerLyer,12.0,-0.1337,2629239.0
m4puwasx9s,2.0,arrowdown,MullerLyer,-18.0,-0.045,2631538.0
m4puwasx9s,3.0,arrowup,MullerLyer,-6.0,0.24183,2633276.0
m4puwasx9s,4.0,arrowdown,MullerLyer,18.0,-0.1337,2634559.0
m4puwasx9s,5.0,arrowdown,MullerLyer,6.0,-0.1337,2636385.0
m4puwasx9s,6.0,arrowdown,MullerLyer,-30.0,-0.045,2638026.0
m4puwasx9s,7.0,arrowup,MullerLyer,30.0,0.24183,2639554.0
m4puwasx9s,8.0,arrowup,MullerLyer,-30.0,0.1337,2641887.0
m4puwasx9s,9.0,arrowup,MullerLyer,-6.0,0.1337,2643520.0
m4puwasx9s,10.0,arrowup,MullerLyer,-12.0,0.37364,2644975.0
m4puwasx9s,11.0,arrowdown,MullerLyer,12.0,-0.24183,2646549.0
m4puwasx9s,12.0,arrowup,MullerLyer,6.0,0.1337,2648141.0
m4puwasx9s,13.0,arrowup,MullerLyer,-18.0,0.045,2650762.0
m4puwasx9s,14.0,arrowup,MullerLyer,18.0,0.045,2652303.0
m4puwasx9s,15.0,arrowup,MullerLyer,-24.0,0.045,2654425.0
m4puwasx9s,16.0,arrowup,MullerLyer,18.0,0.37364,2655839.0
m4puwasx9s,17.0,arrowdown,MullerLyer,24.0,-0.24183,2657632.0
m4puwasx9s,18.0,arrowup,MullerLyer,24.0,0.045,2659326.0
m4puwasx9s,19.0,arrowdown,MullerLyer,-6.0,-0.1337,2661175.0
m4puwasx9s,20.0,arrowup,MullerLyer,-18.0,0.24183,2662899.0
m4puwasx9s,21.0,arrowup,MullerLyer,-6.0,0.045,2664406.0
m4puwasx9s,22.0,arrowup,MullerLyer,24.0,0.37364,2666008.0
m4puwasx9s,23.0,arrowdown,MullerLyer,-24.0,-0.1337,2668462.0
m4puwasx9s,24.0,arrowup,MullerLyer,24.0,0.1337,2670283.0
m4puwasx9s,25.0,arrowdown,MullerLyer,30.0,-0.24183,2671971.0
m4puwasx9s,26.0,arrowdown,MullerLyer,6.0,-0.37364,2673977.0
m4puwasx9s,27.0,arrowdown,MullerLyer,-30.0,-0.1337,2675656.0
m4puwasx9s,28.0,arrowdown,MullerLyer,-24.0,-0.24183,2677085.0
m4puwasx9s,29.0,arrowup,MullerLyer,-18.0,0.1337,2678525.0
m4puwasx9s,30.0,arrowdown,MullerLyer,-24.0,-0.37364,2680276.0
m4puwasx9s,31.0,arrowdown,MullerLyer,-30.0,-0.37364,2681873.0
m4puwasx9s,32.0,arrowdown,MullerLyer,-12.0,-0.24183,2683249.0
m4puwasx9s,33.0,arrowdown,MullerLyer,-18.0,-0.37364,2684408.0
m4puwasx9s,34.0,arrowdown,MullerLyer,6.0,-0.045,2685650.0
m4puwasx9s,35.0,arrowdown,MullerLyer,12.0,-0.045,2687702.0
m4puwasx9s,36.0,arrowup,MullerLyer,30.0,0.1337,2689626.0
m4puwasx9s,37.0,arrowdown,MullerLyer,6.0,-0.24183,2692203.0
m4puwasx9s,38.0,arrowup,MullerLyer,12.0,0.045,2693605.0
m4puwasx9s,39.0,arrowup,MullerLyer,-12.0,0.045,2695476.0
m4puwasx9s,40.0,arrowup,MullerLyer,18.0,0.1337,2697199.0
m4puwasx9s,41.0,arrowup,MullerLyer,-30.0,0.24183,2699126.0
m4puwasx9s,42.0,arrowdown,MullerLyer,12.0,-0.37364,2700532.0
m4puwasx9s,43.0,arrowup,MullerLyer,-6.0,0.37364,2701772.0
m4puwasx9s,44.0,arrowdown,MullerLyer,-12.0,-0.37364,2703364.0
m4puwasx9s,45.0,arrowdown,MullerLyer,24.0,-0.1337,2704595.0
m4puwasx9s,46.0,arrowdown,MullerLyer,18.0,-0.24183,2706517.0
m4puwasx9s,47.0,arrowup,MullerLyer,12.0,0.1337,2708066.0
m4puwasx9s,48.0,arrowdown,MullerLyer,-24.0,-0.045,2709946.0
m4puwasx9s,49.0,arrowdown,MullerLyer,-18.0,-0.1337,2711310.0
m4puwasx9s,50.0,arrowdown,MullerLyer,24.0,-0.045,2712725.0
m4puwasx9s,51.0,arrowup,MullerLyer,18.0,0.24183,2714552.0
m4puwasx9s,52.0,arrowdown,MullerLyer,-6.0,-0.24183,2716316.0
m4puwasx9s,53.0,arrowup,MullerLyer,6.0,0.37364,2718006.0
m4puwasx9s,54.0,arrowdown,MullerLyer,-18.0,-0.24183,2719846.0
m4puwasx9s,55.0,arrowdown,MullerLyer,24.0,-0.37364,2721296.0
m4puwasx9s,56.0,arrowup,MullerLyer,12.0,0.24183,2722892.0
m4puwasx9s,57.0,arrowup,MullerLyer,30.0,0.045,2724916.0
m4puwasx9s,58.0,arrowdown,MullerLyer,18.0,-0.045,2726663.0
m4puwasx9s,59.0,arrowup,MullerLyer,-12.0,0.24183,2728030.0
m4puwasx9s,60.0,arrowup,MullerLyer,-24.0,0.24183,2729503.0
m4puwasx9s,61.0,arrowdown,MullerLyer,30.0,-0.37364,2730889.0
m4puwasx9s,62.0,arrowup,MullerLyer,-18.0,0.37364,2732584.0
m4puwasx9s,63.0,arrowdown,MullerLyer,-6.0,-0.37364,2733853.0
m4puwasx9s,64.0,arrowup,MullerLyer,6.0,0.045,2735660.0
m4puwasx9s,65.0,arrowup,MullerLyer,12.0,0.37364,2737516.0
m4puwasx9s,66.0,arrowup,MullerLyer,24.0,0.24183,2739045.0
m4puwasx9s,67.0,arrowup,MullerLyer,-30.0,0.37364,2741305.0
m4puwasx9s,68.0,arrowdown,MullerLyer,18.0,-0.37364,2742810.0
m4puwasx9s,69.0,arrowdown,MullerLyer,-30.0,-0.24183,2744065.0
m4puwasx9s,70.0,arrowdown,MullerLyer,-6.0,-0.045,2745557.0
m4puwasx9s,71.0,arrowdown,MullerLyer,30.0,-0.1337,2747563.0
m4puwasx9s,72.0,arrowup,MullerLyer,-12.0,0.1337,2750207.0
m4puwasx9s,73.0,arrowup,MullerLyer,-24.0,0.1337,2751881.0
m4puwasx9s,74.0,arrowdown,MullerLyer,30.0,-0.045,2753423.0
m4puwasx9s,75.0,arrowup,MullerLyer,6.0,0.24183,2755671.0
m4puwasx9s,76.0,arrowdown,MullerLyer,-12.0,-0.1337,2757899.0
m4puwasx9s,77.0,arrowup,MullerLyer,-24.0,0.37364,2759482.0
m4puwasx9s,78.0,arrowup,MullerLyer,30.0,0.37364,2761064.0
m4puwasx9s,79.0,arrowdown,MullerLyer,-12.0,-0.045,2762797.0
m4puwasx9s,80.0,arrowup,MullerLyer,-30.0,0.045,2764823.0
m4puwasx9s,1.0,arrowleft,Ebbinghaus,0.3,0.14856,2773900.0
m4puwasx9s,2.0,arrowleft,Ebbinghaus,0.6,0.41515,2776060.0
m4puwasx9s,3.0,arrowright,Ebbinghaus,0.3,-0.2687,2777892.0
m4puwasx9s,4.0,arrowright,Ebbinghaus,1.5,-0.41515,2779339.0
m4puwasx9s,5.0,arrowleft,Ebbinghaus,-1.5,0.41515,2780492.0
m4puwasx9s,6.0,arrowright,Ebbinghaus,-1.2,-0.2687,2782051.0
m4puwasx9s,7.0,arrowright,Ebbinghaus,-0.3,-0.41515,2783333.0
m4puwasx9s,8.0,arrowleft,Ebbinghaus,-1.2,0.41515,2785008.0
m4puwasx9s,9.0,arrowright,Ebbinghaus,1.5,-0.2687,2786357.0
m4puwasx9s,10.0,arrowleft,Ebbinghaus,1.2,0.41515,2788082.0
m4puwasx9s,11.0,arrowleft,Ebbinghaus,-0.6,0.14856,2789937.0
m4puwasx9s,12.0,arrowright,Ebbinghaus,-1.5,-0.41515,2791681.0
m4puwasx9s,13.0,arrowleft,Ebbinghaus,1.2,0.2687,2793290.0
m4puwasx9s,14.0,arrowright,Ebbinghaus,1.2,-0.05,2795445.0
m4puwasx9s,15.0,arrowright,Ebbinghaus,1.2,-0.41515,2797568.0
m4puwasx9s,16.0,arrowright,Ebbinghaus,-0.6,-0.05,2799731.0
m4puwasx9s,17.0,arrowleft,Ebbinghaus,-0.6,0.05,2802034.0
m4puwasx9s,18.0,arrowleft,Ebbinghaus,-1.2,0.05,2803590.0
m4puwasx9s,19.0,arrowleft,Ebbinghaus,-0.6,0.41515,2805388.0
m4puwasx9s,20.0,arrowright,Ebbinghaus,-1.2,-0.05,2807014.0
m4puwasx9s,21.0,arrowright,Ebbinghaus,0.3,-0.41515,2808779.0
m4puwasx9s,22.0,arrowright,Ebbinghaus,-1.5,-0.14856,2810449.0
m4puwasx9s,23.0,arrowright,Ebbinghaus,-0.9,-0.05,2812198.0
m4puwasx9s,24.0,arrowright,Ebbinghaus,-1.2,-0.14856,2813891.0
m4puwasx9s,25.0,arrowright,Ebbinghaus,1.2,-0.2687,2815435.0
m4puwasx9s,26.0,arrowleft,Ebbinghaus,1.2,0.05,2817440.0
m4puwasx9s,27.0,arrowright,Ebbinghaus,1.5,-0.14856,2819338.0
m4puwasx9s,28.0,arrowleft,Ebbinghaus,0.6,0.05,2821345.0
m4puwasx9s,29.0,arrowleft,Ebbinghaus,-0.6,0.2687,2823394.0
m4puwasx9s,30.0,arrowleft,Ebbinghaus,-0.9,0.2687,2825134.0
m4puwasx9s,31.0,arrowleft,Ebbinghaus,-0.3,0.05,2826607.0
m4puwasx9s,32.0,arrowleft,Ebbinghaus,1.5,0.41515,2828269.0
m4puwasx9s,33.0,arrowleft,Ebbinghaus,0.6,0.14856,2829935.0
m4puwasx9s,34.0,arrowleft,Ebbinghaus,-1.5,0.2687,2831596.0
m4puwasx9s,35.0,arrowright,Ebbinghaus,1.2,-0.14856,2833199.0
m4puwasx9s,36.0,arrowright,Ebbinghaus,-0.3,-0.14856,2834779.0
m4puwasx9s,37.0,arrowleft,Ebbinghaus,-0.9,0.41515,2836566.0
m4puwasx9s,38.0,arrowleft,Ebbinghaus,-0.3,0.2687,2838330.0
m4puwasx9s,39.0,arrowleft,Ebbinghaus,0.9,0.41515,2839736.0
m4puwasx9s,40.0,arrowright,Ebbinghaus,0.9,-0.14856,2841453.0
m4puwasx9s,41.0,arrowleft,Ebbinghaus,-1.5,0.14856,2842886.0
m4puwasx9s,42.0,arrowleft,Ebbinghaus,-0.9,0.05,2844163.0
m4puwasx9s,43.0,arrowright,Ebbinghaus,0.6,-0.41515,2845685.0
m4puwasx9s,44.0,arrowright,Ebbinghaus,-0.6,-0.14856,2847268.0
m4puwasx9s,45.0,arrowright,Ebbinghaus,0.6,-0.05,2848750.0
m4puwasx9s,46.0,arrowleft,Ebbinghaus,-0.3,0.14856,2850753.0
m4puwasx9s,47.0,arrowright,Ebbinghaus,0.9,-0.41515,2852020.0
m4puwasx9s,48.0,arrowleft,Ebbinghaus,1.5,0.2687,2853764.0
m4puwasx9s,49.0,arrowright,Ebbinghaus,0.3,-0.14856,2855685.0
m4puwasx9s,50.0,arrowleft,Ebbinghaus,1.5,0.14856,2858181.0
m4puwasx9s,51.0,arrowright,Ebbinghaus,-1.2,-0.41515,2859754.0
m4puwasx9s,52.0,arrowright,Ebbinghaus,1.5,-0.05,2861279.0
m4puwasx9s,53.0,arrowleft,Ebbinghaus,0.3,0.41515,2863033.0
m4puwasx9s,54.0,arrowright,Ebbinghaus,0.6,-0.2687,2864291.0
m4puwasx9s,55.0,arrowleft,Ebbinghaus,0.9,0.2687,2865908.0
m4puwasx9s,56.0,arrowleft,Ebbinghaus,1.2,0.14856,2868444.0
m4puwasx9s,57.0,arrowleft,Ebbinghaus,-1.5,0.05,2870292.0
m4puwasx9s,58.0,arrowleft,Ebbinghaus,-0.3,0.41515,2871802.0
m4puwasx9s,59.0,arrowleft,Ebbinghaus,-1.2,0.2687,2873239.0
m4puwasx9s,60.0,arrowleft,Ebbinghaus,-0.9,0.14856,2874487.0
m4puwasx9s,61.0,arrowright,Ebbinghaus,0.9,-0.2687,2875733.0
m4puwasx9s,62.0,arrowleft,Ebbinghaus,0.9,0.05,2877683.0
m4puwasx9s,63.0,arrowright,Ebbinghaus,-0.6,-0.41515,2879133.0
m4puwasx9s,64.0,arrowleft,Ebbinghaus,-1.2,0.14856,2880695.0
m4puwasx9s,65.0,arrowright,Ebbinghaus,-0.3,-0.05,2881975.0
m4puwasx9s,66.0,arrowright,Ebbinghaus,-0.3,-0.2687,2883813.0
m4puwasx9s,67.0,arrowright,Ebbinghaus,0.6,-0.14856,2885133.0
m4puwasx9s,68.0,arrowright,Ebbinghaus,-0.9,-0.41515,2886843.0
m4puwasx9s,69.0,arrowleft,Ebbinghaus,1.5,0.05,2888531.0
m4puwasx9s,70.0,arrowright,Ebbinghaus,-0.9,-0.14856,2890052.0
m4puwasx9s,71.0,arrowleft,Ebbinghaus,0.6,0.2687,2891582.0
m4puwasx9s,72.0,arrowleft,Ebbinghaus,0.3,0.2687,2894107.0
m4puwasx9s,73.0,arrowleft,Ebbinghaus,0.3,0.05,2895817.0
m4puwasx9s,74.0,arrowright,Ebbinghaus,0.3,-0.05,2897967.0
m4puwasx9s,75.0,arrowright,Ebbinghaus,-1.5,-0.2687,2900092.0
m4puwasx9s,76.0,arrowright,Ebbinghaus,0.9,-0.05,2901685.0
m4puwasx9s,77.0,arrowright,Ebbinghaus,-1.5,-0.05,2903776.0
m4puwasx9s,78.0,arrowright,Ebbinghaus,-0.6,-0.2687,2905255.0
m4puwasx9s,79.0,arrowright,Ebbinghaus,-0.9,-0.2687,2906590.0
m4puwasx9s,80.0,arrowleft,Ebbinghaus,0.9,0.14856,2907909.0
